medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
6228	576	11	0	0	G68X.00	Sequelae of stroke,not specfd as h'morrhage or infarction	February 2009
44740	47	2	0	0	G680.00	Sequelae of subarachnoid haemorrhage	February 2009
51138	41	2	0	0	G68W.00	Sequelae/other + unspecified cerebrovascular diseases	February 2009
98188	14127	19	0	0	G679.00	Small vessel cerebrovascular disease	December 2009
63830	15	0	0	0	G63..12	Stenosis of precerebral arteries	February 2009
2156	3984	254	2	0	G631.11	Stenosis, carotid artery	February 2009
13707	26612	17040	0	0	8HBJ.00	Stroke / transient ischaemic attack referral	February 2009
1469	312413	24306	385	0	G66..00	Stroke and cerebrovascular accident unspecified	February 2009
6155	7068	58	0	0	G64..13	Stroke due to cerebral arterial occlusion	February 2009
18604	3066	33	0	0	G61..12	Stroke due to intracerebral haemorrhage	February 2009
52246	69	2	0	0	13YA.00	Stroke group member	February 2009
56279	16	0	0	0	L440.12	Stroke in the puerperium	February 2009
104505	26	0	0	0	662M200	Stroke initial post discharge review	July 2012
10792	124661	842	0	0	662M.00	Stroke monitoring	February 2009
107195	15	0	0	0	661M700	Stroke self-management plan agreed	October 2013
109743	6	0	0	0	661N700	Stroke self-management plan review	June 2015
6253	13264	104	0	0	G66..12	Stroke unspecified	February 2009
17326	389	3	0	0	G60X.00	Subarachnoid haemorrh from intracranial artery, unspecif	February 2009
1786	43426	1077	1	0	G60..00	Subarachnoid haemorrhage	February 2009
42331	245	0	0	0	G603.00	Subarachnoid haemorrhage from anterior communicating artery	February 2009
41910	95	0	0	0	G605.00	Subarachnoid haemorrhage from basilar artery	February 2009
56007	16	0	0	0	G601.00	Subarachnoid haemorrhage from carotid siphon and bifurcation	February 2009
19412	504	1	0	0	G602.00	Subarachnoid haemorrhage from middle cerebral artery	February 2009
9696	125	0	0	0	G604.00	Subarachnoid haemorrhage from posterior communicating artery	February 2009
60692	13	0	0	0	G606.00	Subarachnoid haemorrhage from vertebral artery	February 2009
23580	1884	8	0	0	G60z.00	Subarachnoid haemorrhage NOS	February 2009
17734	5714	33	0	0	G622.00	Subdural haematoma - nontraumatic	February 2009
4273	3035	190	0	0	G621.00	Subdural haemorrhage - nontraumatic	February 2009
18912	6838	56	0	0	G623.00	Subdural haemorrhage NOS	February 2009
102357	3360	387	0	0	1JA1000	Suspected cerebrovascular accident	June 2011
102554	4155	339	0	0	1JA1011	Suspected stroke	July 2011
4152	213	9	0	0	G631.12	Thrombosis, carotid artery	February 2009
504	231943	15823	8	0	G65..00	Transient cerebral ischaemia	February 2009
1895	4327	75	0	0	G65z.00	Transient cerebral ischaemia NOS	February 2009
15788	21114	70	0	0	G65zz00	Transient cerebral ischaemia NOS	February 2009
1433	233460	10516	0	0	G65..12	Transient ischaemic attack	February 2009
97122	400	2	0	0	G673300	Vertebral artery dissection	August 2009
40847	370	3	0	0	G632.00	Vertebral artery occlusion	February 2009
33377	267	5	0	0	G651.00	Vertebral artery syndrome	February 2009
21118	1684	46	0	0	G651000	Vertebro-basilar artery syndrome	February 2009
10794	2610	37	0	0	G656.00	Vertebrobasilar insufficiency	February 2009
2417	9562	436	0	0	G65..13	Vertebro-basilar insufficiency	February 2009
47642	78	1	0	0	G64z100	Wallenberg syndrome	February 2009
