MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
253621012	6000	2259	2259.00	O/E - nervous	162724000	253621012	27
2536376012	800000	1B13	1B13.00	Anxiousness	48694002	2536376012	27
2549895012	4000	225J	225J.00	O/E - panic attack	417676004	2549895012	27
2618361000000113	800	8T23		Referral for psychological management of anxiety	1037451000000103	2618361000000113	32
2618401000000116	300	8IH57		Referral for psychological management of anxiety declined	1037471000000107	2618401000000116	32
2652351000000117	200	ESCTSI18		Signposting to Anxiety UK	1053831000000101	2652351000000117	32
2848291000006116	300	^ESCTGE284829		Generalized anxiety disorder	21897009	36731013	32
2848301000006115	20	^ESCTGA284830		GAD - Generalized anxiety disorder	21897009	481155011	32
2848311000006117	900	^ESCTGA284831		GAD - Generalised anxiety disorder	21897009	481156012	32
2907991000006110	80	^ESCTSO290799		Social anxiety disorder	25501002	42761017	32
291891000006112	30000	1B12	1B12.00	Nervousness	424196004	3013701010	27
294953016	200000	E2000	E200000	Anxiety state unspecified	198288003	304838011	32
294960010	300000	E2004	E200400	Chronic anxiety	191708009	294960010	32
294961014	100000	E2005	E200500	Recurrent anxiety	191709001	294961014	32
294963012	1000000	E200z	E200z00	Anxiety state	198288003	304838011	32
294991016	40000	E2020	E202000	Phobia	386808001	1480928018	32
294992011	100000	E2021	E202100	Agoraphobia with panic attacks	191722009	294992011	32
294993018	10000	E2022	E202200	Agoraphobia without history of panic disorder	61569007	102288011	32
295011010	10	E203-1	E203.11	Anancastic neurosis	191736004	295011010	32
295015018	3000	E2030	E203000	Compulsive neurosis	191737008	295015018	32
295016017	90000	E2031	E203100	Obsessional neurosis	191738003	295016017	32
295026012	2000	E20y	E20y.00	Other neurotic disorders	111475002	178715018	32
295031014	80	E20y2	E20y200	Other occupational neurosis	111475002	178715018	32
295032019	60	E20y3	E20y300	Psychasthenic neurosis	191746002	295032019	32
295033012	100	E20yz	E20yz00	Other neurotic disorder NOS	111475002	178715018	32
295474019	5000	E280	E280.00	Acute panic state due to acute stress reaction	192037000	295474019	32
296224013	30000	Eu40	Eu40.00	[X]Phobic anxiety disorders	386810004	1491809016	32
296236019	700	Eu40y	Eu40y00	[X]Other phobic anxiety disorders	386810004	1491809016	32
296237011	4000	Eu40z	Eu40z00	[X]Phobic anxiety disorder, unspecified	386810004	1480929014	32
296238018	30000	Eu41	Eu41.00	[X]Other anxiety disorders	197480006	303689015	32
296239014	30000	Eu410	Eu41000	[X]Panic disorder [episodic paroxysmal anxiety]	371631005	1210253015	32
296245018	3000	Eu413	Eu41300	[X]Other mixed anxiety disorders	231504006	346979010	32
296249012	100000	Eu41z	Eu41z00	[X]Anxiety disorder, unspecified	197480006	303689015	32
296341013	200	Eu46	Eu46.00	[X]Other neurotic disorders	74732009	124108014	32
296358015	2000	Eu46z	Eu46z00	Neurosis	111475002	178715018	32
296722013	3000	Eu930	Eu93000	Separation anxiety disorder of childhood	11806006	20376014	32
300681000000118	5000	8HHp	8HHp.00	Referral for guided self-help for anxiety	199101000000102	300681000000118	40
304838011	200000	E200-99	E200.99	Anxiety state	198288003	882361000006113	32
309013017	60	M240E	M240E00	Alopecia neurotica	201141003	309013017	32
317958013	20000	R2y2	R2y2.00	[D]Nervousness	424196004	2643154017	27
3265811000006112	200	^ESCTAD326581		Adjustment disorder with anxious mood	47372000	78975018	32
3265831000006118	20	^ESCTAD326583		Adjustment disorder with anxiety	47372000	3013688013	32
3287741000006111	200000	^ESCTAN328774		Anxiety	48694002	81133019	27
3287761000006110	500	^ESCTFE328776		Feeling anxious	48694002	2536377015	27
3287771000006115	1	^ESCTAN328777		Anxiety reaction	48694002	2536378013	27
339044013	1000000	E2001-1	E200111	Panic attack	225624000	339044013	32
342665019	10000	8G94	8G94.00	Anxiety management training	228560001	342665019	32
362441000006118	60000	Eu430	Eu43000	[X]Acute stress reaction	67195008	500648010	32
362871000006111	70000	Eu400	Eu40000	Agoraphobia	70691001	117416017	32
362881000006114	3000	Eu400-1	Eu40011	[X]Agoraphobia without history of panic disorder	70691001	117416017	32
363211000006112	6	Eu42-1	Eu42.11	[X]Anankastic neurosis	191736004	295012015	32
363641000006114	700	Eu41y-1	Eu41y11	[X]Anxiety hysteria	197480006	303689015	32
363651000006111	20000	Eu411-1	Eu41111	Anxiety neurosis	207363009	317740010	32
363661000006113	600000	Eu41z-1	Eu41z11	[X]Anxiety NOS	197480006	303689015	32
363671000006118	30000	Eu411-2	Eu41112	[X]Anxiety reaction	197480006	303689015	32
363681000006115	80000	Eu411-3	Eu41113	[X]Anxiety state	198288003	304838011	32
3649691000006114	5	^ESCTPH364969		Phobia of going out	70691001	1233303016	32
370861000006110	80	Eu93y-2	Eu93y12	[X]Childhood overanxious disorder	13438001	22967015	32
378291000006117	400	Eu515-1	Eu51511	[X]Dream anxiety disorder	419145002	2576558010	32
3785091000006118	5	^ESCTWO378509		Worry	79015004	131118010	27
3785101000006112	60	^ESCTWO378510		Worrying	79015004	504000019	27
3785111000006110	10	^ESCTAN378511		Anxious cognitions	79015004	504001015	27
3822291000006111	2	^ESCTPH382229		Physically well but worried	81302005	134874015	27
388071000006116	90000	Eu411	Eu41100	[X]Generalized anxiety disorder	21897009	481154010	32
389381000006111	1000	Eu452-3	Eu45213	[X]Hypochondriacal neurosis	18193002	30729012	32
398351000006110	30000	Eu412-1	Eu41211	[X]Mild anxiety depression	231504006	346979010	32
398561000006117	400000	Eu412	Eu41200	[X]Mixed anxiety and depressive disorder	231504006	346979010	32
399981000006111	3000	Eu4	Eu4..00	[X]Neurotic, stress-related and somatoform disorders	74732009	124108014	32
400201000006111	10	Eu452-5	Eu45215	[X]Nosophobia	18193002	30729012	32
401783019	9000	E20z	E20z.00	Neurotic disorder NOS	111475002	1219652011	32
401881014	1000	Eu41y	Eu41y00	[X]Other specified anxiety disorders	197480006	303689015	32
401888015	90	Eu46y	Eu46y00	[X]Other specified neurotic disorders	111475002	178715018	32
402503018	800	285	285..00	Neurotic condition, insight present	268957000	402503018	27
402505013	500	286	286..00	Poor insight into neurotic condition	268958005	402505013	27
418031000006113	30000	Eu410-1	Eu41011	[X]Panic attack	371631005	1210253015	32
418051000006118	20000	Eu400-2	Eu40012	[X]Panic disorder with agoraphobia	191722009	294992011	32
418061000006116	7000	Eu410-2	Eu41012	[X]Panic state	371631005	1210253015	32
419841000006116	20000	Eu341-4	Eu34114	[X]Persistant anxiety depression	231504006	346979010	32
420641000006116	700	Eu931	Eu93100	[X]Phobic anxiety disorder of childhood	192611004	296723015	32
420671000006112	1000	Eu40z-2	Eu40z12	[X]Phobic state NOS	386810004	1480929014	32
423801000006114	8	Eu46y-5	Eu46y15	[X]Psychasthenia neurosis	111475002	178715018	32
427051000006113	9000	Eu932	Eu93200	Childhood social anxiety disorder	64165008	1232536012	32
427061000006110	200	Eu401-2	Eu40112	[X]Social neurosis	25501002	42759014	32
427071000006115	30000	Eu401	Eu40100	Social phobia	25501002	42759014	32
429421000006116	200	Eu431-1	Eu43111	[X]Traumatic neurosis	47505003	494848013	32
441512015	6000	E2920	E292000	Separation anxiety disorder	11806006	441512015	32
460275012	300	ZV112	ZV11200	[V]Personal history of neurosis	161464003	251624012	32
481154010	500000	E2002	E200200	Generalised anxiety disorder	21897009	481154010	32
488201000006114	7000000	E200	E200.00	Anxiety disorder	197480006	303689015	32
488211000006112	10000000	E2003	E200300	Mixed anxiety and depressive disorder	231504006	346979010	32
488251000006113	600000	1B13-1	1B13.11	Anxiousness - symptom	48694002	2536376012	27
5024071000006118	100	^ESCTAN502407		Anxiety depression	231504006	346980013	32
504002010	300000	1BK	1BK..00	Worried	79015004	504002010	27
516601000000113	70000	1B13-2	1B13.12	Anxious	48694002	516601000000113	27
550361000006119	200	E2D00	E2D0000	Childhood and adolescent overanxiousness disturbance	13438001	22967015	32
6025521000006113	1000	^ESCTAN602552		Anxiety counselling	313087008	456917011	17
6025551000006116	1	^ESCTCO602555		Counselling for anxiety	313087008	2695968012	17
626101000006114	400	E2D0z	E2D0z00	Disturbance anxiety and fearfulness childhood/adolescent NOS	192108001	295582017	32
626121000006116	2000	E2D0	E2D0.00	Disturbance of anxiety and fearfulness in childhood and adolescence	192108001	295582017	32
6358151000006115	20	^ESCTEP635815		Episodic paroxysmal anxiety disorder	371631005	1229089012	32
6550101000006115	1000	^ESCTCO655010		Complaining of panic attack	395017009	2672971015	27
675731000006112	10000	E2z	E2z..00	Neuroses or other mental disorder NOS	74732009	124108014	32
675881000006115	10000	E20	E20..00	Neurotic disorder	111475002	1219652011	32
7663271000006111	200	^ESCTMA766327		Management of anxiety	710060004	3043186017	32
8297491000006114	90	^ESCTED829749		Education about anxiety	861611000000100	2228101000000119	17
853241000006119	30	EGTON122		Phobic anxiety	853241000006103	853241000006119	32
882351000006111	100	E20-99	E20..99	Neuroses	111475002	882351000006111	32
882371000006118	600	E202-99	E202.99	Phobic state	386810004	882371000006118	32
882381000006115	5000	E2021-99	E202199	Agoraphobia	191722009	882381000006115	32
882551000006115	100	E2620-99	E262099	Cardiac neuroses	191962000	882551000006115	32
908651000006112	4000	HNG0523		[RFC] High parental anxiety	908651000006108	908651000006112	12
909691000006113	800	HNGNQRF14		[RFC] Anxiety management	909691000006109	909691000006113	12
939911000006119	20000	EMISNQTR1		Troubled / distressed	939911000006103	939911000006119	27
988881000006118	50	E2022-99	E202299	Agoraphobia	191723004	988881000006118	32
