medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
112348	1	0	0	0	U120600	[X]Hit strck kick twist bit/scr anoth pers indust/cnstr area	December 2017
56940	14	0	0	0	U120y00	[X]Hit strck kick twist bit/scr anoth pers oth specif place	February 2009
62824	21	0	0	0	U120z00	[X]Hit strck kick twist bit/scr anoth pers oth unspecif plce	February 2009
31028	10	0	0	0	U120300	[X]Hit strck kick twist bit/scrtch anoth pers sprt/athl area	February 2009
103153	5	0	0	0	U120400	[X]Hit strck kick twist bittn/scrtch anoth pers street/h'way	October 2011
43197	183	2	0	0	U120200	[X]Hit strck kick twst bit/scr prs sch oth inst/pub adm area	February 2009
48805	12	1	0	0	U120100	[X]Hit struck kick twist bit/scratch anoth pers resid instit	February 2009
109535	4	0	0	0	U120700	[X]Hit struck kick twist bitten/scratch anoth pers occ farm	April 2015
59088	14	0	0	0	U120000	[X]Hit struck kick twist bitten/scratch anoth pers occ home	February 2009
52122	716	1	0	0	Myu0.00	[X]Infections of the skin and subcutaneous tissue	February 2009
6193	7441	334	0	0	M092200	[X]Perineal abscess	February 2009
28475	301	4	0	0	SD61400	Abrasion of ankle, infected	February 2009
22182	316	4	0	0	SD21200	Abrasion of axilla, infected	February 2009
38826	196	7	0	0	SD11200	Abrasion of breast, infected	February 2009
12288	848	23	0	0	SD31000	Abrasion of elbow, infected	February 2009
12614	288	4	0	0	SD01000	Abrasion of face, infected	February 2009
10589	1749	30	0	0	SD71000	Abrasion of foot, infected	February 2009
6914	389	5	0	0	SD11800	Abrasion of groin, infected	February 2009
12525	1170	15	1	0	SD61200	Abrasion of knee, infected	February 2009
28338	205	5	0	0	SD11900	Abrasion of perineum, infected	February 2009
7792	4623	52	0	0	SD71100	Abrasion of toe, infected	February 2009
17061	229	8	0	0	SD21300	Abrasion of upper arm, infected	February 2009
24029	392	3	0	0	SD11D00	Abrasion of vagina, infected	February 2009
12767	4774	39	0	0	SD51.00	Abrasion or friction burn of finger, infected	February 2009
8439	1830	34	0	0	SD41.00	Abrasion or friction burn of hand, infected	February 2009
12405	573	31	0	0	SD01.00	Abrasion or friction burn of head, infected	February 2009
22289	177	2	1	0	SD71.11	Abrasion or friction burn of heel, infected	February 2009
7054	1181	13	0	0	SD61.11	Abrasion or friction burn of leg, infected	February 2009
11493	833	8	0	0	SD31.00	Abrasion or friction burn of lower arm, infected	February 2009
7485	3132	25	0	0	SD61.00	Abrasion or friction burn of lower limb, infected	February 2009
7142	409	2	0	0	SD21.00	Abrasion or friction burn of shoulder/upper arm, infected	February 2009
20778	1893	60	0	0	SD71.12	Abrasion or friction burn of toenail, infected	February 2009
14865	3107	62	0	0	SD91.00	Abrasion or friction burn, infected, NOS	February 2009
5965	243435	6712	4	0	M03z100	Abscess NOS	February 2009
4336	7044	528	0	0	J54..00	Abscess of anal and rectal regions	February 2009
16969	2262	67	0	0	F506.00	Abscess of external ear	February 2009
5950	9630	252	0	0	K424011	Abscess of labia	February 2009
16362	612	21	0	0	J085000	Abscess of lip	February 2009
9626	2219	131	0	0	J083200	Abscess of oral soft tissue unspecified	February 2009
21296	532	16	1	0	M03y011	Abscess of scalp	February 2009
8713	5191	232	2	0	K284000	Abscess of scrotum	February 2009
4187	7599	377	1	0	K424000	Abscess of vulva	February 2009
9556	6144	413	0	0	K310.11	Abscess, breast, non puerperal	February 2009
20144	1333	155	1	0	F501111	Abscess, external ear	February 2009
12524	1325	11	0	0	TE56200	Accidentally stung by jelly fish	February 2009
33659	387	6	0	0	K403100	Acute pelvic cellulitis	February 2009
5869	32620	430	0	0	M114.00	Allergic (intrinsic) eczema	February 2009
334	21929	447	7	0	M128.00	Allergic contact dermatitis	February 2009
13401	14465	65	0	0	SN59100	Allergic reaction to insect bite	February 2009
13408	11735	100	0	0	SN59200	Allergic reaction to wasp sting	February 2009
6400	49930	1214	0	0	M280.00	Allergic urticaria	February 2009
1979	19550	872	2	0	J53..00	Anal fissure and fistula	February 2009
15002	10486	41	0	0	J085411	Angular cheilitis	February 2009
6609	21972	332	0	0	TE6..11	Animal bites	February 2009
16000	854	72	0	0	J54z.00	Ano-rectal abscess NOS	February 2009
62790	105	2	0	0	J544.00	Ano-rectal fissure abscess	February 2009
11624	8789	301	0	0	M271300	Arterial leg ulcer	February 2009
3860	18759	893	1	0	TLxy000	Assault by bite of human being	February 2009
3442	299520	649	7	0	AB04.11	Athlete's foot	February 2009
13223	11953	134	0	0	M11..00	Atopic dermatitis and related conditions	February 2009
6180	12674	65	0	0	M11z.00	Atopic dermatitis NOS	February 2009
1741	2248043	25352	5	0	M111.00	Atopic dermatitis/eczema	February 2009
49675	1723	3	0	0	9NM5.00	Attending leg ulcer clinic	February 2009
22194	1598	8	0	0	M244111	Barbers' rash	February 2009
14995	11683	301	3	0	M270.11	Bed sore	February 2009
3242	10956	614	2	0	SD...19	Bee sting	February 2009
7247	3811	37	0	0	SD...12	Bee sting without reaction	February 2009
27500	997	14	0	0	TE63z00	Bite of animal, except arthropod, NOS	February 2009
28471	913	0	0	0	TE64.00	Bite of nonvenomous arthropod	February 2009
12041	828	12	0	0	TE62.00	Bite of nonvenomous snakes and lizards	February 2009
2252	16649	2542	2	0	TE63.00	Bite of other animal except arthropod	February 2009
41732	334	4	0	0	TE63200	Bite of rodent, except rats	February 2009
16089	126	2	0	0	SD13200	Blister of breast, infected	February 2009
16568	1827	16	0	0	SD53.00	Blister of finger, infected	February 2009
8378	5061	46	0	0	SD73.00	Blister of foot and toe, infected	February 2009
21236	914	6	0	0	SD73000	Blister of foot, infected	February 2009
9481	1217	22	0	0	SD43.00	Blister of hand, infected	February 2009
21388	139	1	0	0	SD03.00	Blister of head, infected	February 2009
27780	402	3	0	0	SD73.11	Blister of heel, infected	February 2009
28078	792	8	0	0	SD63.11	Blister of leg, infected	February 2009
32232	140	2	0	0	SD33.00	Blister of lower arm, infected	February 2009
11335	1216	13	0	0	SD63.00	Blister of lower limb, infected	February 2009
16151	727	12	0	0	SD73100	Blister of toe, infected	February 2009
12245	13317	352	11	0	SD93.00	Blister, infected, NOS	February 2009
17224	2296	24	0	0	H1y1011	Boil in nose	February 2009
5910	226859	1494	3	0	M01z.00	Boil NOS	February 2009
15332	620	12	0	0	M012300	Boil of abdominal wall	February 2009
181	21150	433	6	0	M013100	Boil of axilla	February 2009
15242	1292	41	0	0	M012200	Boil of back	February 2009
14993	1645	43	1	0	M012100	Boil of breast	February 2009
15427	6604	152	1	0	M015.00	Boil of buttock	February 2009
15306	449	7	1	0	M012000	Boil of chest wall	February 2009
1255	8247	75	2	0	M010000	Boil of ear	February 2009
16687	159	6	0	0	M013300	Boil of elbow	February 2009
15192	8352	94	1	0	M010.00	Boil of face	February 2009
16291	524	17	0	0	M014200	Boil of finger	February 2009
18961	667	18	0	0	M015100	Boil of gluteal region	February 2009
14868	5745	108	1	0	M012600	Boil of groin	February 2009
27912	2031	4	0	0	M016.00	Boil of leg (excluding foot)	February 2009
15246	1431	38	1	0	M016z00	Boil of leg (excluding foot) NOS	February 2009
14987	2931	46	3	0	M011.00	Boil of neck	February 2009
20322	975	5	0	0	M01y.00	Boil of other specified site	February 2009
20998	535	18	0	0	M012700	Boil of perineum	February 2009
17101	1441	23	0	0	K284100	Boil of scrotum	February 2009
16533	2103	32	1	0	M016100	Boil of thigh	February 2009
10281	327	2	0	0	M014100	Boil of thumb	February 2009
16296	2394	5	0	0	M012.00	Boil of trunk	February 2009
5835	1556	42	8	0	M012400	Boil of umbilicus	February 2009
48047	1843	0	0	0	M013.00	Boil of upper arm and forearm	February 2009
7519	4561	26	0	0	K424111	Boil of vulva	February 2009
9880	9501	273	0	0	M145000	Bullous pemphigoid	February 2009
4703	4090024	60372	1	0	1D14.00	C/O: a rash	February 2009
5784	326870	3175	9	0	1D15.00	C/O: itching	February 2009
3678	65038	506	3	0	AB22000	Candidal balanitis	February 2009
8391	87993	81	0	0	AB23000	Candidal intertrigo	February 2009
8075	4744	22	0	0	AB23300	Candidal paronychia	February 2009
641	18654	419	5	0	M00..00	Carbuncle	February 2009
6844	28274	222	0	0	TE63000	Cat bite	February 2009
27933	251	4	0	0	J54..11	Cellulitis - anus or rectum	February 2009
309	315086	17036	170	0	M03z.00	Cellulitis and abscess NOS	February 2009
12167	991	5	0	0	M03zz00	Cellulitis and abscess NOS	February 2009
4973	1450	147	1	0	M032300	Cellulitis and abscess of abdominal wall	February 2009
10974	3709	143	1	0	M036400	Cellulitis and abscess of ankle	February 2009
3461	9400	437	4	0	M033.00	Cellulitis and abscess of arm	February 2009
1772	16671	991	6	0	M033100	Cellulitis and abscess of axilla	February 2009
1874	1489	160	2	0	M032200	Cellulitis and abscess of back	February 2009
16176	5442	408	6	0	M032100	Cellulitis and abscess of breast	February 2009
2897	9219	860	8	0	M035.00	Cellulitis and abscess of buttock	February 2009
2658	500	53	1	0	M030011	Cellulitis and abscess of cheek	February 2009
24401	522	5	0	0	M030000	Cellulitis and abscess of cheek (external)	February 2009
4394	525	42	2	0	M032000	Cellulitis and abscess of chest wall	February 2009
25081	8130	14	1	0	M02z.00	Cellulitis and abscess of digit NOS	February 2009
3998	19670	726	2	0	M030.00	Cellulitis and abscess of face	February 2009
4779	20574	547	1	0	M020.00	Cellulitis and abscess of finger	February 2009
5697	5711	29	0	0	M02..00	Cellulitis and abscess of finger and toe	February 2009
26071	548	6	0	0	M020z00	Cellulitis and abscess of finger NOS	February 2009
3527	7939	299	1	0	M020000	Cellulitis and abscess of finger unspecified	February 2009
31148	11790	18	0	0	M037.00	Cellulitis and abscess of foot excluding toe	February 2009
29113	942	10	0	0	M037z00	Cellulitis and abscess of foot NOS	February 2009
2089	11888	664	7	0	M037000	Cellulitis and abscess of foot unspecified	February 2009
27903	733	15	0	0	M033400	Cellulitis and abscess of forearm	February 2009
1923	8910	587	4	0	M032600	Cellulitis and abscess of groin	February 2009
1415	5553	620	5	0	M034.11	Cellulitis and abscess of hand	February 2009
23604	587	9	0	0	M034z00	Cellulitis and abscess of hand NOS	February 2009
2914	3397	327	2	0	M034000	Cellulitis and abscess of hand unspecified	February 2009
2216	5858	689	17	0	M036200	Cellulitis and abscess of knee	February 2009
10326	24103	1078	38	0	M036.11	Cellulitis and abscess of leg	February 2009
7865	15029	134	0	0	M036.00	Cellulitis and abscess of leg excluding foot	February 2009
680	89954	2463	8	0	M036z00	Cellulitis and abscess of leg NOS	February 2009
25890	7357	52	0	0	M036300	Cellulitis and abscess of lower leg	February 2009
2711	3703	322	1	0	M031.00	Cellulitis and abscess of neck	February 2009
10485	13352	264	1	0	M030111	Cellulitis and abscess of nose	February 2009
21580	559	0	0	0	M030100	Cellulitis and abscess of nose (external)	February 2009
4400	1648	195	0	0	M032700	Cellulitis and abscess of perineum	February 2009
2847	2798	267	3	0	M036100	Cellulitis and abscess of thigh	February 2009
3960	23588	335	1	0	M021.00	Cellulitis and abscess of toe	February 2009
20384	531	3	0	0	M021z00	Cellulitis and abscess of toe NOS	February 2009
3363	6555	264	0	0	M021000	Cellulitis and abscess of toe unspecified	February 2009
27717	2135	11	0	0	M032.00	Cellulitis and abscess of trunk	February 2009
14937	13297	477	54	0	M032400	Cellulitis and abscess of umbilicus	February 2009
7328	953	95	0	0	M037200	Cellulitis in diabetic foot	February 2009
4207	945037	9441	8	0	M03z000	Cellulitis NOS	February 2009
31534	1505	8	0	0	M086.00	Cellulitis of ankle	February 2009
9648	4549	31	0	0	M088.00	Cellulitis of arm	February 2009
17226	1051	17	0	0	M08A.00	Cellulitis of axilla	February 2009
205	6835	81	0	0	M038.00	Cellulitis of external ear	February 2009
7821	7627	92	0	0	F4D1400	Cellulitis of eyelid	February 2009
16011	4420	152	0	0	F4D0.11	Cellulitis of eyelids	February 2009
7972	1625	18	0	0	M082.00	Cellulitis of face	February 2009
27681	2212	11	0	0	M030600	Cellulitis of face	February 2009
5228	1673	157	2	0	J083000	Cellulitis of floor of mouth	February 2009
7684	10612	125	0	0	M08B.00	Cellulitis of foot	February 2009
6368	69054	624	4	0	M085.00	Cellulitis of leg	February 2009
17562	1264	7	0	0	J085100	Cellulitis of lip	February 2009
28181	176	5	0	0	M089.00	Cellulitis of neck	February 2009
16304	1274	29	0	0	K272300	Cellulitis of penis	February 2009
4456	2241	99	0	0	K284300	Cellulitis of scrotum	February 2009
115489	0	1	0	0	K280200	Cellulitis of seminal vesicle	April 2021
94868	859	4	0	0	M08C.00	Cellulitis of toe	February 2009
25039	234	1	0	0	M083.00	Cellulitis of trunk	February 2009
8852	7455	104	0	0	F501112	Cellulitis, external ear	February 2009
16831	7376	111	0	0	J085700	Cheilitis	February 2009
2547	54597	509	2	0	SN15.00	Chilblains	February 2009
7548	22339	1632	0	0	F500300	Chondrodermatitis nodularis helicis	February 2009
24294	64	6	0	0	K404000	Chronic female pelvic cellulitis	February 2009
10053	4943	156	0	0	M087.00	Chronic paronychia	February 2009
9180	28197	1469	0	0	M27..00	Chronic skin ulcer	February 2009
3929	113225	5712	504	0	M27z.00	Chronic skin ulcer NOS	February 2009
59750	14	0	0	0	M057.00	Chronic symmetrical impetigo	February 2009
1427	296378	5422	0	0	M12..11	Contact dermatitis	February 2009
6399	50630	239	0	0	M12..00	Contact dermatitis and other eczemas	February 2009
5448	10331	68	0	0	M12z.00	Contact dermatitis NOS	February 2009
2192	11425	231	9	0	M12zz00	Contact dermatitis NOS	February 2009
5391	32586	486	0	0	M12..12	Contact eczema	February 2009
6295	40876	87	0	0	M118011	Cradle cap	February 2009
6152	12089	348	0	0	M09..00	Cutaneous abscess	February 2009
6833	95895	1003	0	0	M08..00	Cutaneous cellulitis	February 2009
7621	21678	1695	0	0	K42y400	Cyst of labium	February 2009
2699	11675	930	2	0	K57y000	Cyst of vulva	February 2009
6862	13298	181	1	0	M270.00	Decubitus (pressure) ulcer	February 2009
6933	8216	173	0	0	M184.00	Dermatitis artefacta	February 2009
3524	6610	394	1	0	M140.00	Dermatitis herpetiformis	February 2009
488	691045	12496	27	0	M12z000	Dermatitis NOS	February 2009
6396	86677	1281	0	0	M1...11	Dermatitis/dermatoses	February 2009
6807	106312	402	35	0	AB0..00	Dermatophytosis including tinea or ringworm	February 2009
366	219383	3342	551	0	AB01.00	Dermatophytosis of nail	February 2009
425	18572	1466	3	0	M2y4600	Dermoid cyst of skin	February 2009
4684	56245	505	0	0	M119.00	Discoid eczema	February 2009
1095	35178	524	2	0	M12z111	Discoid eczema	February 2009
388	195613	12620	17	0	TE60.00	Dog bite	February 2009
2488	78427	1577	1	0	7G25111	Drainage of abscess NEC	February 2009
10893	1133	12	0	0	7G25112	Drainage of boil of skin NEC	February 2009
16668	861	10	0	0	7G25012	Drainage of boil of skin of head or neck	February 2009
15603	5304	176	0	0	773A000	Drainage of ischiorectal abscess	February 2009
3916	27027	496	0	0	773A100	Drainage of perianal abscess	February 2009
22204	162857	71	1265	0	Z1B2300	Dressing of skin ulcer	February 2009
15506	35856	21	0	0	7G2E500	Dressing of skin ulcer NEC	February 2009
6654	486072	552	2	0	81H1.00	Dressing of ulcer	February 2009
5395	4019	89	0	0	A540.00	Eczema herpeticum - Kaposi's varicelliform eruption	February 2009
230	2243194	29776	32	0	M12z100	Eczema NOS	February 2009
382	266841	430	116	0	AC74.00	Enterobiasis - threadworm	February 2009
25403	119	1	0	0	M2y7.00	Eosinophilic cellulitis [Wells]	February 2009
1402	104451	5940	37	0	M2y4500	Epidermal cyst	February 2009
1156	26050	463	0	0	A35..00	Erysipelas	February 2009
27616	88	1	0	0	F501411	Erysipelas - otitis externa	February 2009
4630	6525	56	0	0	A390.11	Erythrasma	February 2009
1981	18533	954	6	0	M215000	Excessive granulation tissue	February 2009
122	161413	6082	59	0	7G03700	Excision of sebaceous cyst NEC	February 2009
3896	24379	957	5	0	7G03B00	Excision of sebaceous cyst of head or neck	February 2009
16493	2080	24	0	0	M020100	Finger pulp abscess	February 2009
598	17442	1271	4	0	J531.00	Fistula-in-ano	February 2009
2676	19671	28	1	0	SD...14	Flea bites	February 2009
1240	149333	796	0	0	M113.00	Flexural eczema	February 2009
16914	2058	140	0	0	M2W..00	Follicular cyst of skin & subcutaneous tissue, unspecif	February 2009
1367	435573	3704	8	0	M244.00	Folliculitis	February 2009
3209	30135	290	0	0	M244100	Folliculitis (sycosis) barbae	February 2009
11474	1328	44	0	0	M240S00	Folliculitis decalvans	February 2009
15683	5749	44	0	0	M244z00	Folliculitis NOS	February 2009
16892	403	8	0	0	M21y500	Folliculitis ulerythematosa reticulata	February 2009
5057	38274	2137	34	0	M271.11	Foot ulcer	February 2009
17788	28439	6	0	0	7G2EB00	Four layer compression bandaging for skin ulcer	February 2009
1675	463104	2792	797	0	AB0..11	Fungal infection of skin	February 2009
5854	456966	3329	174	0	AB01.13	Fungal nail infection	February 2009
1356	289119	3548	97	0	M01..00	Furuncle - boil	February 2009
9186	3708	41	1	0	K424200	Furuncle of vulva	February 2009
3252	154356	15872	0	0	N224.00	Ganglion and cyst of synovium, tendon and bursa	February 2009
102515	1965	12	0	0	M1y2.00	Gravitational eczema	June 2011
3193	62826	3505	0	0	M161600	Guttate psoriasis	February 2009
10072	7335	109	6	0	M24..00	Hair and hair follicle diseases	February 2009
3699	66037	1034	0	0	M12z300	Hand eczema	February 2009
17131	725	10	0	0	A54x300	Herpesviral vesicular dermatitis	February 2009
5371	35379	1555	1	0	M25y100	Hidradenitis	February 2009
2896	44153	1848	6	0	M25y111	Hidradenitis suppurativa	February 2009
7244	13568	213	0	0	M28z.11	Hives	February 2009
943	1015883	2008	23	0	M05..00	Impetigo	February 2009
8458	122	0	0	0	M053.00	Impetigo circinata	February 2009
10017	2094	22	0	0	M051.00	Impetigo contagiosa bullosa	February 2009
73731	12	0	0	0	M052.00	Impetigo contagiosa gyrata	February 2009
20278	1857	3	0	0	M050.00	Impetigo contagiosa unspecified	February 2009
16999	1213	9	0	0	M056.00	Impetigo follicularis	February 2009
25686	1125	5	0	0	M143.00	Impetigo herpetiformis	February 2009
24604	36	0	0	0	M054.00	Impetigo neonatorum	February 2009
14934	64537	135	0	0	M05z.00	Impetigo NOS	February 2009
50721	320	0	0	0	M055.00	Impetigo simplex	February 2009
95904	12842	37	4	0	7G25700	Incision and drainage of abscess	February 2009
17082	713	13	0	0	7G25311	Incision of boil of skin NEC	February 2009
610	361799	3359	0	0	M112.00	Infantile eczema	February 2009
3580	4347	23	0	0	M118.00	Infantile seborrhoeic dermatitis	February 2009
986	42260	524	2	0	M07z.14	Infected dermatitis	February 2009
1424	226891	2187	7	0	M12z200	Infected eczema	February 2009
6373	330447	578	4	0	M07z.11	Infected insect bite	February 2009
2007	332836	13427	8	0	M0z..11	Infected sebaceous cyst	February 2009
16558	3733	66	2	0	M07z.12	Infected skin ulcer	February 2009
12704	8674	217	6	0	G835.00	Infected varicose ulcer	February 2009
12278	1892	22	0	0	L443.12	Infection - perineal wound	February 2009
16528	567	26	0	0	SP33100	Infection after injection	February 2009
20405	535	9	0	0	SP33300	Infection after vaccination	February 2009
549	49409	3089	28	0	M07yz13	Infection finger	February 2009
8785	40026	372	0	0	M07z200	Infection finger	February 2009
7150	22513	392	0	0	M07z000	Infection foot	February 2009
3777	76734	2585	31	0	M07yz11	Infection toe	February 2009
6085	77178	961	5	0	M07z100	Infection toe	February 2009
6728	26457	248	0	0	M102.00	Infectious eczematoid dermatitis	February 2009
100147	1140	6	0	0	2F1C.00	Inflammation of skin	July 2010
1247	275713	3465	16	0	TE64000	Insect bite NOS	February 2009
37120	177	3	0	0	SD80200	Insect bite of eyelids and periocular area	February 2009
5469	24899	313	1	0	SD95.00	Insect bite, nonvenomous, infected, NOS	February 2009
52856	6	0	0	0	SD15300	Insect bite, nonvenomous, of abdominal wall, infected	February 2009
113684	1	0	0	0	SD15600	Insect bite, nonvenomous, of anus, infected	May 2019
98643	3	0	0	0	SD15400	Insect bite, nonvenomous, of back, infected	March 2010
70355	15	0	0	0	SD15200	Insect bite, nonvenomous, of breast, infected	February 2009
97984	11	0	0	0	SD15500	Insect bite, nonvenomous, of buttock, infected	November 2009
73671	8	0	0	0	SD15100	Insect bite, nonvenomous, of chest wall, infected	February 2009
60579	36	0	0	0	SD35000	Insect bite, nonvenomous, of elbow, infected	February 2009
49090	70	0	0	0	SD05000	Insect bite, nonvenomous, of face, infected	February 2009
24811	263	6	0	0	SD55.00	Insect bite, nonvenomous, of finger, infected	February 2009
12129	490	7	0	0	SD54.00	Insect bite, nonvenomous, of finger, without infection	February 2009
115263	1	0	0	0	SD15700	Insect bite, nonvenomous, of flank, infected	January 2021
24182	333	0	0	0	SD75.00	Insect bite, nonvenomous, of foot and toe, infected	February 2009
61174	33	0	0	0	SD35100	Insect bite, nonvenomous, of forearm, infected	February 2009
95063	3	0	0	0	SD15800	Insect bite, nonvenomous, of groin, infected	February 2009
28147	614	6	0	0	SD45.00	Insect bite, nonvenomous, of hand, infected	February 2009
17349	1755	7	0	0	SD44.00	Insect bite, nonvenomous, of hand, without infection	February 2009
17577	414	3	0	0	SD05.00	Insect bite, nonvenomous, of head, infected	February 2009
36663	16	0	0	0	SD05z00	Insect bite, nonvenomous, of head, infected, NOS	February 2009
17271	2485	9	0	0	SD04.00	Insect bite, nonvenomous, of head, without infection	February 2009
73282	4	0	0	0	SD65000	Insect bite, nonvenomous, of hip, infected	February 2009
112575	1	0	0	0	SD15000	Insect bite, nonvenomous, of interscapular region, infected	April 2018
17534	786	3	0	0	SD35.00	Insect bite, nonvenomous, of lower arm, infected	February 2009
70512	17	0	0	0	SD35z00	Insect bite, nonvenomous, of lower arm, infected, NOS	February 2009
6561	2640	6	0	0	SD34.00	Insect bite, nonvenomous, of lower arm, without infection	February 2009
17125	2792	14	0	0	SD65.00	Insect bite, nonvenomous, of lower limb, infected	February 2009
6568	8370	17	0	0	SD64.00	Insect bite, nonvenomous, of lower limb, without infection	February 2009
64159	7	0	0	0	SD05100	Insect bite, nonvenomous, of neck, infected	February 2009
71975	8	0	0	0	SD15A00	Insect bite, nonvenomous, of penis, infected	February 2009
23727	1	0	0	0	SD15900	Insect bite, nonvenomous, of perineum, infected	February 2009
58936	8	0	0	0	SD05200	Insect bite, nonvenomous, of scalp, infected	February 2009
16781	332	1	0	0	SD25.00	Insect bite, nonvenomous, of shoulder/upper arm, infected	February 2009
20477	378	1	0	0	SD15.00	Insect bite, nonvenomous, of trunk, infected	February 2009
71891	5	0	0	0	SD15z00	Insect bite, nonvenomous, of trunk, infected, NOS	February 2009
16818	2371	5	0	0	SD14.00	Insect bite, nonvenomous, of trunk, without infection	February 2009
59331	3	0	0	0	SD15D00	Insect bite, nonvenomous, of vagina, infected	February 2009
90858	2	0	0	0	SD15C00	Insect bite, nonvenomous, of vulva, infected	February 2009
55387	8	2	0	0	SD35200	Insect bite, nonvenomous, of wrist, infected	February 2009
17348	1452	4	0	0	SD24.00	Insect bite, nonvenomous, shoulder/upp arm, no infection	February 2009
14672	54966	902	1	0	SD94.00	Insect bite, nonvenomous, without mention of infection NOS	February 2009
6858	77011	136	1	0	SD...16	Insect bites - non venomous	February 2009
1988	358276	1011	3	0	M15y100	Intertrigo	February 2009
25247	60	0	0	0	J545.00	Intrasphincteric abscess	February 2009
9335	8621	56	0	0	M129.00	Irritant contact dermatitis	February 2009
594	12118	1288	0	0	J541.00	Ischiorectal abscess	February 2009
2311	243828	3634	15	0	M18z.12	Itch	February 2009
3154	74856	8010	4	0	M214.00	Keloid scar	February 2009
20415	1161	30	0	0	7738500	Laying open perianal abscess	February 2009
104180	2758	187	0	0	38C4.00	Leg ulcer assessment	June 2012
65862	750	26	0	0	8CT1.00	Leg ulcer compression therapy finished	February 2009
62265	1952	28	0	0	8CV2.00	Leg ulcer compression therapy started	February 2009
1216	471745	14981	848	0	M271.13	Leg ulcer NOS	February 2009
104037	39292	2944	0	0	2JX..00	Lesion	May 2012
1621	96127	3886	5	0	M170.00	Lichen planus	February 2009
633	94198	4773	2	0	M210200	Lichen sclerosus et atrophicus	February 2009
4257	4569	479	0	0	J085800	Lip ulcer	February 2009
11720	9838	212	0	0	M2y0500	Lipodermatosclerosis	February 2009
21073	8014	17	0	0	M07y.00	Local infection of skin or subcutaneous tissue OS	February 2009
3128	333544	4021	70	0	M07z.00	Local infection skin/subcut tissue NOS	February 2009
31413	530	19	0	0	J083300	Ludwig's angina	February 2009
3718	10308	305	0	0	G862.00	Lymphangitis	February 2009
8801	16483	67	0	0	M271400	Mixed venous and arterial leg ulcer	February 2009
151	378927	4595	3	0	A780.00	Molluscum contagiosum	February 2009
62308	10	0	0	0	TE63100	Moray eel bite	February 2009
1308	20605	620	36	0	M01z000	Multiple boils	February 2009
2693	66260	57	2	0	M110.00	Napkin dermatitis	February 2009
1685	310786	518	18	0	M110.13	Nappy rash	February 2009
6346	75171	39	0	0	AB23012	Nappy rash - candidal	February 2009
22862	636	4	0	0	H1y1A00	Nasal furuncle	February 2009
4175	5034	123	0	0	M183100	Neurodermatitis circumscripta	February 2009
10920	9390	628	0	0	26C4.00	Nipple eczema	February 2009
5041	205968	686	24	0	A57z.11	Non specific viral rash	February 2009
104293	1254	64	0	0	M273.00	Non-healing leg ulcer	June 2012
3928	25193	336	0	0	M271.00	Non-pressure ulcer lower limb	February 2009
