MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
300704016	2000	G82	G82..00	Thromboembolism of vein	429098002	2692478010	32
2695366017	20	780D2	780D200	Transjugular intrahepatic thrombolysis of portal vein	429166006	2695366017	32
451478017	7000	ZV128	ZV12800	H/O: Deep vein thrombosis	161508001	2547692019	32
1227369013	3000	ZV128-1	ZV12811	[V] Personal history DVT (deep vein thrombosis)	161508001	2547692019	32
2795114019	2000	G825	G825.00	Thrombosis of subclavian vein	438647008	2795114019	32
632111000000118	6000	G4011	G401100	Recurrent pulmonary embolism	438773007	2793990014	32
632731000006118	1000	L413-1	L413.11	Antenatal DVT	49956009	495551019	32
495552014	2000	L413	L413.00	Antenatal deep vein thrombosis	49956009	495552014	32
307739018	200	L4130	L413000	Antenatal deep vein thrombosis unspecified	49956009	83207014	32
307742012	100	L413z	L413z00	Antenatal deep vein thrombosis NOS	49956009	83207014	32
497563011	2000	L414	L414.00	Postnatal deep vein thrombosis	56272000	497563011	32
497564017	900	L414-1	L414.11	DVT - deep venous thrombosis, postnatal	56272000	497564017	32
307747018	200	L4140	L414000	Postnatal deep vein thrombosis unspecified	56272000	93577012	32
307750015	200	L414z	L414z00	Postnatal deep vein thrombosis NOS	56272000	93577012	32
193601000006115	70000	G401-2	G401.12	Pulmonary embolus	59282003	98484016	32
98484016	800000	G401	G401.00	Pulmonary embolism	59282003	98484016	32
305585018	20	L0964	L096400	Pulmonary embolism following abortive pregnancy	609480009	2966835018	32
728841000006111	800	G401-1	G401.11	Pulmonary infarction	64662007	107459015	32
499917019	2000	G402	G402.00	Pulmonary infarct	64662007	499917019	32
527221000006115	4000	G820	G820.00	Budd-Chiari syndrome	82385007	136654014	32
64466019	300	G820-1	G820.11	Hepatic vein thrombosis	82385007	136654014	32
24951000006110	2	L43y2	L43y200	Other obstetric pulmonary embolism - delivered + p/n comp	200284000	307815016	32
24981000006119	4	L43y3	L43y300	Other obstetric pulmonary embolism with antenatal comp	200284000	307815016	32
24991000006116	1	L43y4	L43y400	Other obstetric pulmonary embolism with postnatal comp	200284000	307815016	32
268671000006117	9	L43z2	L43z200	Obstetric pulmonary embolism NOS - delivered with p/n comp	200284000	307815016	32
307861016	2	L43y0	L43y000	Other obstetric pulmonary embolism unspecified	200284000	307815016	32
307862011	2	L43y1	L43y100	Other obstetric pulmonary embolism - delivered	200284000	307815016	32
307871019	7	L43z3	L43z300	Obstetric pulmonary embolism NOS with antenatal complication	200284000	307815016	32
398450017	10	L43y	L43y.00	Other obstetric pulmonary embolism	200284000	307815016	32
888731000006119	40	L43-99	L43..99	Obstetrical pulmonary embolism	200284000	888731000006119	32
307833010	4	L4320	L432000	Obstetric blood-clot pulmonary embolism unspecified	200299000	307832017	32
307834016	4	L4321	L432100	Obstetric blood-clot pulmonary embolism - delivered	200301007	307834016	32
269411000006115	2	L4322	L432200	Obstetric blood-clot pulmonary embolism - delivered with postnatal complication	200302000	307835015	32
269441000006116	1	L4324	L432400	Obstetric blood-clot pulmonary embolism with postnatal complication	200304004	307837011	32
884731000006110	20000	G801-99	G801.99	Deep venous thrombosis - leg	266267005	884731000006110	32
989221000006110	400	G801D-99	G801D99	Deep venous thrombosis - leg	404223003	989221000006110	32
2691870012	3	780D1	780D100	Transjugular intrahepatic thrombectomy of portal vein	429788001	2691870012	32
888681000006112	200	L413-99	L413.99	Antepartum DVT	49956009	888681000006112	32
888691000006110	200	L414-99	L414.99	Postpartum DVT	56272000	888691000006110	32
884741000006117	60	G82z0-99	G82z099	Venous embolism NOS	587851000000108	884741000006117	32
851241000006115	200	EMISR4QAX1		Axillary vein thrombosis	851241000006104	851241000006115	32
905451000006118	300	HNG0019		[RFC] Pulmonary embolism/pulmonary hypertension	905451000006102	905451000006118	12
905491000006112	2000	HNG0023		[RFC] Venous thrombosis	905491000006108	905491000006112	12
909471000006114	4000	HNGZ019		[RFC] Deep vein thrombosis	909471000006105	909471000006114	12
