medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
31933	994	44	0	0	7J41.00	Decompression of fracture of spine	February 2009
106504	6	0	0	0	7J41000	Complex decompression of fracture of spine	August 2013
68811	41	0	0	0	7J41100	Anterior decompression of fracture of spine	February 2009
98016	8	0	0	0	7J41200	Posterior decompression of fracture of spine	November 2009
88269	166	0	0	0	7J41300	Vertebroplasty of fracture of spine	February 2009
91658	43	0	0	0	7J41400	Posterior decompression of fracture of spine NEC	February 2009
90472	421	3	0	0	7J41500	Balloon kyphoplasty of fracture of spine	February 2009
65606	26	0	0	0	7J41y00	Other specified decompression of fracture of spine	February 2009
45410	66	0	0	0	7J41z00	Decompression of fracture of spine NOS	February 2009
20744	484	11	0	0	7J42.00	Other reduction of fracture of spine	February 2009
48159	116	1	0	0	7J42.11	Other reduction of fracture of spine and stabilisation	February 2009
49564	20	0	0	0	7J42000	Open reduction of fracture of spine & excis facet of spine	February 2009
34634	32	0	0	0	7J42100	Open reduction of fracture of spine NEC	February 2009
49529	12	0	0	0	7J42200	Manipulative reduction of fracture of spine	February 2009
63452	36	0	0	0	7J42300	Spinal extension traction for fracture of spine	February 2009
43600	145	4	0	0	7J42400	Halo skull traction for fracture of spine	February 2009
15622	54	0	0	0	7J42500	Spinal traction for fracture of spine NEC	February 2009
51521	9	0	0	0	7J42600	Primary bedrest stabilisation of spinal fracture	February 2009
46171	24	0	0	0	7J42700	Primary collar stabilisation of spinal fracture	February 2009
71006	5	0	0	0	7J42900	Primary cast stabilisation of spinal fracture	February 2009
98165	5	0	0	0	7J42B00	Primary other external stabilisation of spinal fracture	December 2009
110247	3	0	0	0	7J42J00	Primary closed reduction spinal fracture alone	November 2015
104803	1	0	0	0	7J42L00	Primary cls reduction spinal fracture+bedrest stabilisation	August 2012
61389	1	0	0	0	7J42M00	Primary cls reduc spinal fracture+skull traction stabilisatn	February 2009
93752	5	0	0	0	7J42y00	Other specified other reduction of fracture of spine	February 2009
92356	29	0	0	0	7J42z00	Other reduction of fracture of spine NOS	February 2009
20598	803	16	0	0	7J43.00	Fixation of fracture of spine	February 2009
62489	85	0	0	0	7J43.11	Internal fixation of fracture of spine	February 2009
28966	29	0	0	0	7J43000	Primary open reduc spinal fracture+internal fix+plate	February 2009
34850	174	3	0	0	7J43100	Fixation of fracture of spine using Harrington rod	February 2009
63980	6	0	0	0	7J43200	Fixation of fracture of spine and skull traction HFQ	February 2009
63954	4	0	0	0	7J43211	Barr skull traction for fracture of spine	February 2009
64388	25	0	0	0	7J43300	Primary open reduc spinal fracture+internal fix+wire	February 2009
61491	13	0	0	0	7J43400	Primary open reduc spinal fracture+internal fix+rod system	February 2009
91649	16	0	0	0	7J43700	Primary open reduc spinal fracture+other internal fix	February 2009
73344	28	0	0	0	7J43y00	Other specified fixation of fracture of spine	February 2009
60352	62	0	0	0	7J43z00	Fixation of fracture of spine NOS	February 2009
16895	1265	47	0	0	N1y1.00	Fatigue fracture of vertebra	February 2009
95674	177	6	0	0	N1y2.00	Pars interarticularis stress fracture	February 2009
30616	369	5	0	0	N331000	Pathological fracture of thoracic vertebra	February 2009
30352	563	12	0	0	N331100	Pathological fracture of lumbar vertebra	February 2009
17377	2142	43	0	0	N331800	Osteoporosis + pathological fracture lumbar vertebrae	February 2009
12673	1903	51	0	0	N331900	Osteoporosis + pathological fracture thoracic vertebrae	February 2009
48772	47	2	0	0	N331A00	Osteoporosis + pathological fracture cervical vertebrae	February 2009
37945	45	0	0	0	N331C00	Pathological fracture of cervical vertebra	February 2009
8255	7335	54	0	0	S10..00	Fracture of spine without mention of spinal cord injury	February 2009
30058	899	4	0	0	S10..11	Fracture of transverse process spine - no spinal cord lesion	February 2009
4409	4873	179	0	0	S10..12	Fracture of vertebra without spinal cord lesion	February 2009
11296	5349	65	0	0	S100.00	Closed fracture of cervical spine	February 2009
15613	583	58	0	0	S100000	Closed fracture of unspecified cervical vertebra	February 2009
5445	138	2	0	0	S100100	Closed fracture atlas	February 2009
42561	167	2	0	0	S100111	C1 vertebra closed fracture - no spinal cord lesion	February 2009
16277	293	23	0	0	S100200	Closed fracture axis	February 2009
33967	350	3	0	0	S100211	C2 vertebra closed fracture without spinal cord lesion	February 2009
60593	66	0	0	0	S100300	Closed fracture of third cervical vertebra	February 2009
52699	39	0	0	0	S100311	C3 vertebra closed fracture without spinal cord lesion	February 2009
41548	92	0	0	0	S100400	Closed fracture of fourth cervical vertebra	February 2009
67358	53	0	0	0	S100411	C4 vertebra closed fracture without spinal cord lesion	February 2009
27575	210	3	0	0	S100500	Closed fracture of fifth cervical vertebra	February 2009
34873	116	2	0	0	S100511	C5 vertebra closed fracture without spinal cord lesion	February 2009
27654	212	4	0	0	S100600	Closed fracture of sixth cervical vertebra	February 2009
33503	135	1	0	0	S100611	C6 vertebra closed fracture without spinal cord lesion	February 2009
24672	262	1	0	0	S100700	Closed fracture of seventh cervical vertebra	February 2009
38053	201	0	0	0	S100711	C7 vertebra closed fracture without spinal cord lesion	February 2009
98393	5	0	0	0	S100800	Closed fracture atlas, isolated arch or articular process	January 2010
69974	6	0	0	0	S100900	Closed fracture atlas, comminuted	February 2009
39887	314	0	0	0	S100A00	Closed fracture axis, odontoid process	February 2009
105702	6	0	0	0	S100B00	Closed fracture axis, spondylolysis	January 2013
42149	40	0	0	0	S100C00	Closed fracture axis, spinous process	February 2009
94292	60	0	0	0	S100D00	Closed fracture axis, transverse process	February 2009
95006	4	0	0	0	S100E00	Closed fracture axis, posterior arch	February 2009
67973	19	0	0	0	S100G00	Closed fracture cervical vertebra, burst	February 2009
53337	162	1	0	0	S100H00	Closed fracture cervical vertebra, wedge	February 2009
95620	4	0	0	0	S100J00	Closed fracture cervical vertebra, spondylolysis	February 2009
54299	132	0	0	0	S100K00	Closed fracture cervical vertebra, spinous process	February 2009
64297	31	1	0	0	S100L00	Closed fracture cervical vertebra, transverse process	February 2009
95513	7	0	0	0	S100M00	Closed fracture cervical vertebra, posterior arch	February 2009
55346	93	0	0	0	S100x00	Multiple closed fractures of cervical vertebrae	February 2009
41930	126	0	0	0	S100z00	Closed fracture of cervical spine not otherwise specified	February 2009
55627	38	1	0	0	S101.00	Open fracture of cervical spine	February 2009
101574	6	0	0	0	S101000	Open fracture of unspecified cervical vertebra	January 2011
69645	2	0	0	0	S101100	Open fracture atlas	February 2009
69098	8	2	0	0	S101111	C1 vertebra open fracture without spinal cord lesion	February 2009
53976	1	0	0	0	S101200	Open fracture axis	February 2009
97120	12	1	0	0	S101211	C2 vertebra open fracture without spinal cord lesion	August 2009
60382	1	0	0	0	S101311	C3 vertebra open fracture without spinal cord lesion	February 2009
24671	3	0	0	0	S101500	Open fracture of fifth cervical vertebra	February 2009
99151	6	0	0	0	S101511	C5 vertebra open fracture without spinal cord lesion	April 2010
65300	7	0	0	0	S101600	Open fracture of sixth cervical vertebra	February 2009
62719	8	0	0	0	S101611	C6 vertebra open fracture without spinal cord lesion	February 2009
59996	7	0	0	0	S101711	C7 vertebra open fracture without spinal cord lesion	February 2009
110732	2	0	0	0	S101900	Open fracture atlas, comminuted	April 2016
94844	2	0	0	0	S101A00	Open fracture axis, odontoid process	February 2009
72617	2	0	0	0	S101x00	Multiple open fractures of cervical vertebrae	February 2009
27404	6308	74	0	0	S102.00	Closed fracture thoracic vertebra	February 2009
39816	60	0	0	0	S102000	Closed fracture thoracic vertebra, burst	February 2009
28524	3606	56	0	0	S102100	Closed fracture thoracic vertebra, wedge	February 2009
96659	3	0	0	0	S102200	Closed fracture thoracic vertebra, spondylolysis	April 2009
64872	44	0	0	0	S102300	Closed fracture thoracic vertebra, spinous process	February 2009
48886	56	0	0	0	S102400	Closed fracture thoracic vertebra, transverse process	February 2009
99516	1	0	0	0	S102500	Closed fracture thoracic vertebra, posterior arch	May 2010
11770	122	0	0	0	S102y00	Other specified closed fracture thoracic vertebra	February 2009
41138	219	4	0	0	S102z00	Closed fracture thoracic vertebra not otherwise specified	February 2009
63253	45	1	0	0	S103.00	Open fracture thoracic vertebra	February 2009
62047	35	0	0	0	S103100	Open fracture thoracic vertebra, wedge	February 2009
101318	1	0	0	0	S103500	Open fracture thoracic vertebra, posterior arch	January 2011
3888	14436	316	2	0	S104.00	Closed fracture lumbar vertebra	February 2009
42968	227	1	0	0	S104000	Closed fracture lumbar vertebra, burst	February 2009
8266	9491	163	0	0	S104100	Closed fracture lumbar vertebra, wedge	February 2009
61150	27	0	0	0	S104200	Closed fracture lumbar vertebra, spondylolysis	February 2009
35096	56	0	0	0	S104300	Closed fracture lumbar vertebra, spinous process	February 2009
29089	435	3	0	0	S104400	Closed fracture lumbar vertebra, transverse process	February 2009
95842	7	0	0	0	S104500	Closed fracture lumbar vertebra, posterior arch	February 2009
95585	10	0	0	0	S104600	Closed fracture lumbar vertebra, tricolumnar	February 2009
42780	120	1	0	0	S105.00	Open fracture lumbar vertebra	February 2009
73601	6	0	0	0	S105000	Open fracture lumbar vertebra, burst	February 2009
65302	18	0	0	0	S105100	Open fracture lumbar vertebra, wedge	February 2009
105695	4	0	0	0	S105400	Open fracture lumbar vertebra, transverse process	January 2013
28133	170	1	0	0	S10A000	Fracture of first cervical vertebra	February 2009
34403	407	4	0	0	S10A100	Fracture of second cervical vertebra	February 2009
19189	890	15	0	0	S10A200	Multiple fractures of cervical spine	February 2009
12406	931	22	0	0	S10B.00	Fracture of lumbar spine and pelvis	February 2009
10990	5174	27	0	0	S10B000	Fracture of lumbar vertebra	February 2009
3573	9867	837	5	0	S10x.00	Closed fracture of spine, unspecified,	February 2009
66164	11	0	0	0	S10y.00	Open fracture of spine, unspecified,	February 2009
34166	582	3	0	0	S10z.00	Fracture of spine without mention of spinal cord lesion NOS	February 2009
32063	406	18	0	0	S11..00	Fracture of spine with spinal cord lesion	February 2009
72324	10	0	0	0	S11..11	Fracture of transverse process of spine + spinal cord lesion	February 2009
43786	70	0	0	0	S11..12	Fracture of vertebra with spinal cord lesion	February 2009
52300	112	0	0	0	S110.00	Closed fracture of cervical spine with cord lesion	February 2009
62337	8	0	0	0	S110000	Cls spinal fracture with unspec cervical cord lesion, C1-4	February 2009
109377	3	0	0	0	S110100	Cls spinal fracture with complete cervcl cord lesion, C1-4	March 2015
72711	10	0	0	0	S110600	Cls spinal fracture with unspec cervical cord lesion, C5-7	February 2009
102735	7	0	0	0	S110700	Cls spinal fracture with complete cervcl cord lesion, C5-7	August 2011
96514	2	0	0	0	S110800	Cls spinal fracture with anterior cervcl cord lesion, C5-7	April 2009
73416	6	0	0	0	S110z00	Closed fracture of cervical spine with cord lesion NOS	February 2009
69432	2	0	0	0	S111.00	Open fracture of cervical spine with spinal cord lesion	February 2009
35849	115	4	0	0	S112.00	Closed fracture of thoracic spine with spinal cord lesion	February 2009
108484	3	0	0	0	S112000	Cls spinal fracture with unspec thoracic cord lesion,T1-6	August 2014
48958	6	0	0	0	S112100	Cls spinal fracture wth complete thoracic cord lesion,T1-6	February 2009
43091	19	0	0	0	S112600	Cls spinal fracture with unspec thoracic cord lesion, T7-12	February 2009
31545	7	0	0	0	S112700	Cls spinal fracture with complete thorac cord lesion, T7-12	February 2009
102043	1	0	0	0	S112A00	Cls spinal fracture with posterior thorac cord lesion, T7-12	April 2011
73611	15	0	0	0	S112z00	Closed fracture of thoracic spine with cord lesion NOS	February 2009
60615	7	0	0	0	S113.00	Open fracture of thoracic spine with spinal cord lesion	February 2009
101299	1	0	0	0	S113000	Opn spinal fracture with unspec thoracic cord lesion, T1-6	January 2011
104755	1	0	0	0	S113A00	Opn spinal fracture with posterior thorac cord lesion, T7-12	August 2012
44059	67	5	0	0	S114.00	Closed fracture of lumbar spine with spinal cord lesion	February 2009
49567	8	0	0	0	S114000	Closed spinal fracture with unspecified lumbar cord lesion	February 2009
95529	3	0	0	0	S114100	Closed spinal fracture with complete lumbar cord lesion	February 2009
73788	7	0	0	0	S114500	Closed spinal fracture with cauda equina lesion	February 2009
94189	0	0	0	0	S115.00	Open fracture of lumbar spine with spinal cord lesion	February 2009
30956	56	9	0	0	S11x.00	Closed fracture of spine with spinal cord lesion unspecified	February 2009
55195	23	0	0	0	S11z.00	Fracture of spine with spinal cord lesion NOS	February 2009
5381	11933	164	0	0	S15..00	Fracture of thoracic vertebra	February 2009
11277	2064	49	0	0	S150.00	Multiple fractures of thoracic spine	February 2009
35260	249	3	0	0	S150000	Closed multiple fractures of thoracic spine	February 2009
66322	2	0	0	0	S150100	Open multiple fracture of thoracic spine	February 2009
94638	43	0	0	0	Syu1500	[X]Fracture of other specified cervical vertebra	February 2009
7428	7179	176	0	0	7K1LG00	Closed reduction of fracture of shoulder	February 2009
11222	14477	351	2	0	S220.00	Closed fracture of the proximal humerus	February 2009
44721	812	10	0	0	S220000	Closed fracture of proximal humerus, unspecified part	February 2009
11313	6218	59	0	0	S220100	Closed fracture proximal humerus, neck	February 2009
33489	237	0	0	0	S220200	Closed fracture of proximal humerus, anatomical neck	February 2009
11044	2065	25	0	0	S220300	Closed fracture proximal humerus, greater tuberosity	February 2009
28739	883	8	0	0	S220400	Closed fracture proximal humerus, head	February 2009
52406	105	0	0	0	S220500	Closed fracture of humerus, upper epiphysis	February 2009
40330	145	3	0	0	S220600	Closed fracture proximal humerus, three part	February 2009
29137	76	1	0	0	S220700	Closed fracture proximal humerus, four part	February 2009
38353	302	0	0	0	S220z00	Closed fracture of proximal humerus not otherwise specified	February 2009
9420	256	44	0	0	S221.00	Open fracture of the proximal humerus	February 2009
10622	683	26	0	0	S221.11	Shoulder fracture - open	February 2009
53688	16	0	0	0	S221000	Open fracture of proximal humerus, unspecified part	February 2009
53622	47	0	0	0	S221100	Open fracture proximal humerus, neck	February 2009
71207	5	0	0	0	S221200	Open fracture of proximal humerus, anatomical neck	February 2009
48239	35	0	0	0	S221300	Open fracture proximal humerus, greater tuberosity	February 2009
70486	13	0	0	0	S221400	Open fracture proximal humerus, head	February 2009
59943	5	0	0	0	S221500	Open fracture of humerus, upper epiphysis	February 2009
70604	5	0	0	0	S221600	Open fracture proximal humerus, three part	February 2009
70653	1	0	0	0	S221700	Open fracture proximal humerus, four part	February 2009
45275	10	0	0	0	S221z00	Open fracture of proximal humerus not otherwise specified	February 2009
2101	5719	479	1	0	S226.00	Fracture of upper end of humerus	February 2009
5345	5465	106	0	0	S4A..00	Fracture-dislocation or subluxation shoulder	February 2009
8348	1787	12	0	0	S4A0.00	Closed fracture-dislocation shoulder	February 2009
33704	481	3	0	0	S4A0000	Closed fracture-dislocation shoulder joint	February 2009
64229	39	2	0	0	S4A1.00	Open fracture-dislocation shoulder	February 2009
102965	7	0	0	0	S4A1000	Open fracture-dislocation shoulder joint	September 2011
35789	221	1	0	0	S4A2.00	Closed fracture-subluxation shoulder	February 2009
60580	94	1	0	0	S4A2000	Closed fracture-subluxation shoulder joint	February 2009
111060	2	0	0	0	S4A3.00	Open fracture-subluxation shoulder	July 2016
97352	2	0	0	0	Syu4200	[X]Multiple fractures of clavicle, scapula and humerus	August 2009
52457	81	1	0	0	Syu4300	[X]Fracture of other parts of shoulder and upper arm	February 2009
53866	434	0	0	0	Syu4400	[X]Fracture of shoulder and upper arm, unspecified	February 2009
5951	33530	527	0	0	7K1LM00	Closed reduction of fracture of wrist	February 2009
203	100370	10348	29	0	S234.11	Wrist fracture - closed	February 2009
18389	1063	23	0	0	S234000	Closed fracture of forearm, lower end, unspecified	February 2009
343	135569	7427	17	0	S234100	Closed Colles' fracture	February 2009
52389	124	0	0	0	S234111	Smith's fracture - closed	February 2009
1742	74883	699	1	0	S234200	Closed fracture of the distal radius, unspecified	February 2009
9165	6698	41	4	0	S234300	Closed fracture of ulna, styloid process	February 2009
42076	123	0	0	0	S234400	Closed fracture of ulna, lower epiphysis	February 2009
40476	1821	5	0	0	S234500	Closed fracture distal ulna, unspecified	February 2009
28708	4832	6	0	0	S234600	Closed fracture radius and ulna, distal	February 2009
2862	4001	135	0	0	S234700	Closed Smith's fracture	February 2009
40268	395	1	0	0	S234800	Closed Galeazzi fracture	February 2009
11066	565	3	0	0	S234900	Closed volar Barton's fracture	February 2009
53689	13	1	0	0	S234911	Closed volar Barton's fracture-dislocation	February 2009
65636	10	0	0	0	S234912	Closed volar Barton fracture-subluxation	February 2009
50053	68	1	0	0	S234A00	Closd dorsal Barton's fracture	February 2009
57736	6	0	0	0	S234A11	Closed dorsal Barton's fracture-dislocation	February 2009
107741	2	0	0	0	S234A12	Closed dorsal Barton fracture-subluxation	February 2014
6915	9807	38	0	0	S234B00	Closed fracture radial styloid	February 2009
