medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
14967	3405	143	1	0	N330000	Osteoporosis, unspecified	February 2009
16307	719	12	0	0	N330100	Senile osteoporosis	February 2009
9700	1625	78	1	0	N330200	Postmenopausal osteoporosis	February 2009
40428	184	3	0	0	N330300	Idiopathic osteoporosis	February 2009
62702	57	0	0	0	N330400	Dissuse osteoporosis	February 2009
24093	352	1	0	0	N330500	Drug-induced osteoporosis	February 2009
70349	14	0	0	0	N330600	Postoophorectomy osteoporosis	February 2009
93655	6	0	0	0	N330700	Postsurgical malabsorption osteoporosis	February 2009
54232	15	0	0	0	N330800	Localized osteoporosis - Lequesne	February 2009
60433	23	0	0	0	N330900	Osteoporosis in multiple myelomatosis	February 2009
31580	15	1	0	0	N330A00	Osteoporosis in endocrine disorders	February 2009
3346	3294	131	0	0	N330B00	Vertebral osteoporosis	February 2009
16857	862	7	0	0	N330C00	Osteoporosis localized to spine	February 2009
25650	88	2	0	0	N330D00	Osteoporosis due to corticosteroids	February 2009
34798	7773	128	0	0	N330z00	Osteoporosis NOS	February 2009
44386	354	6	0	0	N331.14	Osteoporotic vertebral collapse	February 2009
39334	18	0	0	0	N331200	Postoophorectomy osteoporosis with pathological fracture	February 2009
33526	85	0	0	0	N331300	Osteoporosis of disuse with pathological fracture	February 2009
68019	3	0	0	0	N331400	Postsurgical malabsorption osteoporosis with path fracture	February 2009
46894	48	1	0	0	N331500	Drug-induced osteoporosis with pathological fracture	February 2009
27597	171	6	0	0	N331600	Idiopathic osteoporosis with pathological fracture	February 2009
17377	2142	43	0	0	N331800	Osteoporosis + pathological fracture lumbar vertebrae	February 2009
12673	1903	51	0	0	N331900	Osteoporosis + pathological fracture thoracic vertebrae	February 2009
48772	47	2	0	0	N331A00	Osteoporosis + pathological fracture cervical vertebrae	February 2009
38395	155	3	0	0	N331B00	Postmenopausal osteoporosis with pathological fracture	February 2009
45736	335	28	0	0	N331H00	Collapse of cervical vertebra due to osteoporosis	February 2009
5841	1248	27	0	0	N331J00	Collapse of lumbar vertebra due to osteoporosis	February 2009
19048	1341	21	0	0	N331K00	Collapse of thoracic vertebra due to osteoporosis	February 2009
4013	1033	10	0	0	N331L00	Collapse of vertebra due to osteoporosis NOS	February 2009
11503	12570	88	0	0	N331M00	Fragility fracture due to unspecified osteoporosis	February 2009
93705	22	1	0	0	N331M11	Minimal trauma fracture due to unspecified osteoporosis	February 2009
36432	173	4	0	0	N374600	Osteoporotic kyphosis	February 2009
57301	42	1	0	0	NyuB000	[X]Other osteoporosis with pathological fracture	February 2009
41755	265	7	0	0	NyuB100	[X]Other osteoporosis	February 2009
18825	502	15	0	0	NyuB800	[X]Unspecified osteoporosis with pathological fracture	February 2009
15343	1797	107	1	0	PG52.00	Osteopetrosis	February 2009
44759	14	0	0	0	PG52000	Osteopetrosis - unclassified	February 2009
