MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
297641010	60	F3964	F396400	Myopathy due to rheumatoid arthritis	193250002	297641010	32
300221014	30	G5y8	G5y8.00	Rheumatoid myocarditis	195136004	300221014	32
309787016	500	N0400	N040000	Rheumatoid arthritis of cervical spine	201764007	309787016	32
309788014	200	N0401	N040100	Rheumatoid arthritis of spine	9631008	16840014	32
309789018	700	N0402	N040200	Rheumatoid arthritis of shoulder	201766009	309789018	32
309790010	30	N0403	N040300	Rheumatoid arthritis of sternoclavicular joint	201767000	309790010	32
309791014	90	N0404	N040400	Rheumatoid arthritis of acromioclavicular joint	201768005	309791014	32
309792019	500	N0405	N040500	Rheumatoid arthritis of elbow	201769002	309792019	32
309794018	2000	N0407	N040700	Rheumatoid arthritis of wrist	201771002	309794018	32
309798015	300	N040B	N040B00	Rheumatoid arthritis of hip	201775006	309798015	32
309800010	3000	N040D	N040D00	Rheumatoid arthritis of knee	201777003	309800010	32
309802019	300	N040F	N040F00	Rheumatoid arthritis of ankle	201779000	309802019	32
309803012	100	N040G	N040G00	Rheumatoid arthritis of subtalar joint	201780002	309803012	32
309804018	100	N040H	N040H00	Rheumatoid arthritis of talonavicular joint	201781003	309804018	32
309805017	40	N040J	N040J00	Rheumatoid arthritis of other tarsal joint	429192004	2696026017	32
309812014	400	N040Q	N040Q00	Rheumatoid bursitis	84017003	139318017	32
309816012	10000	N040T	N040T00	Flare of rheumatoid arthritis	201791009	309816012	32
311496011	2000	N04y0-2	N04y012	Fibrosing alveolitis associated with rheumatoid arthritis	10713006	311496011	32
312518013	2000	Nyu11	Nyu1100	[X]Other seropositive rheumatoid arthritis	239791005	359291017	32
312520011	400	Nyu12	Nyu1200	[X]Other specified rheumatoid arthritis	69896004	116082011	32
312534011	4000	Nyu1G	Nyu1G00	[X]Seropositive rheumatoid arthritis, unspecified	239791005	359291017	32
359292012	200000	N040P	N040P00	Seronegative rheumatoid arthritis	239792003	359292012	32
371261000000111	4	7P203	7P20300	Delivery of rehabilitation for rheumatoid arthritis	231041000000107	371261000000111	32
424981000006114	30	Nyu10	Nyu1000	[X]Rheumatoid arthritis+involvement/other organs or systems	239793008	359293019	32
426510015	30000	N040S	N040S00	Rheumatoid arthritis - multiple joint	287006005	426510015	32
451461014	20000	N047	N047.00	Seropositive erosive rheumatoid arthritis	308143008	3517964017	32
4530961000006110	20	^ESCTFA453096		Family history: Rheumatoid arthritis	160413008	2667851016	7
463281000006113	8000	N005	N005.00	Adult onset Still's disease	239920006	359482019	32
463301000006112	3000	N04y2	N04y200	Adult-onset Still's disease	239920006	359482019	32
48361011	100	G5yA	G5yA.00	Rheumatoid carditis	28880005	48361011	32
485614018	3000	N0422	N042200	Rheumatoid nodule	33719002	485614018	32
889731000006111	10000	N040-90	N040.90	Rheumatoid arthritis NOS	69896004	889731000006111	32
905301000006114	200	HNG0004		[RFC] Rheumatoid	905301000006105	905301000006114	12
909191000006119	5000	HNGP005		[RFC] Rheumatoid arthritis	909191000006103	909191000006119	12
95067016	2000	N041	N041.00	Felty's syndrome	57160007	95067016	32
