medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
55384	524	1	0	0	E113600	Recurrent major depressive episodes, in full remission	February 2009
6482	70997	2288	0	0	E113700	Recurrent depression	February 2009
25563	2167	11	0	0	E113z00	Recurrent major depressive episode NOS	February 2009
10825	5206	57	0	0	E118.00	Seasonal affective disorder	February 2009
27491	253	14	0	0	E11y200	Atypical depressive disorder	February 2009
9183	3873	80	0	0	E11z200	Masked depression	February 2009
8478	2254	53	0	0	E130.00	Reactive depressive psychosis	February 2009
17770	2763	85	0	0	E130.11	Psychotic reactive depression	February 2009
1055	53758	3100	0	0	E135.00	Agitated depression	February 2009
655	1155202	30630	5	0	E200300	Anxiety with depression	February 2009
1131	308306	7991	2	0	E204.00	Neurotic depression reactive type	February 2009
2639	177755	4764	5	0	E204.11	Postnatal depression	February 2009
36246	186	1	0	0	E290z00	Brief depressive reaction NOS	February 2009
324	2123303	93976	94	0	E2B..00	Depressive disorder NEC	February 2009
4323	70767	2048	2	0	E2B1.00	Chronic depression	February 2009
24000	1729	160	0	0	Eu05300	[X]Organic mood [affective] disorders	February 2009
20785	68	0	0	0	Eu20400	[X]Post-schizophrenic depression	February 2009
5726	18742	648	0	0	Eu3..00	[X]Mood - affective disorders	February 2009
4639	546878	6267	0	0	Eu32.00	[X]Depressive episode	February 2009
11717	53463	871	0	0	Eu32000	[X]Mild depressive episode	February 2009
9211	119355	2350	0	0	Eu32100	[X]Moderate depressive episode	February 2009
9055	10570	146	0	0	Eu32.11	[X]Single episode of depressive reaction	February 2009
18510	680	25	0	0	Eu32.12	[X]Single episode of psychogenic depression	February 2009
7604	8726	138	0	0	Eu32.13	[X]Single episode of reactive depression	February 2009
9667	32166	613	0	0	Eu32200	[X]Severe depressive episode without psychotic symptoms	February 2009
41989	193	2	0	0	Eu32211	[X]Single episode agitated depressn w'out psychotic symptoms	February 2009
22806	3194	31	0	0	Eu32212	[X]Single episode major depression w'out psychotic symptoms	February 2009
59386	78	4	0	0	Eu32213	[X]Single episode vital depression w'out psychotic symptoms	February 2009
12099	6500	86	0	0	Eu32300	[X]Severe depressive episode with psychotic symptoms	February 2009
24117	334	20	0	0	Eu32311	[X]Single episode of major depression and psychotic symptoms	February 2009
52678	84	4	0	0	Eu32312	[X]Single episode of psychogenic depressive psychosis	February 2009
24112	978	12	0	0	Eu32313	[X]Single episode of psychotic depression	February 2009
28863	227	4	0	0	Eu32314	[X]Single episode of reactive depressive psychosis	February 2009
10667	21056	163	0	0	Eu32400	[X]Mild depression	February 2009
98346	927	2	0	0	Eu32500	[X]Major depression, mild	January 2010
98252	2914	16	0	0	Eu32600	[X]Major depression, moderately severe	December 2009
98414	2967	17	0	0	Eu32700	[X]Major depression, severe without psychotic symptoms	January 2010
98417	654	5	0	0	Eu32800	[X]Major depression, severe with psychotic symptoms	January 2010
101054	1016	0	0	0	Eu32900	[X]Single major depr ep, severe with psych, psych in remiss	December 2010
101153	419	1	0	0	Eu32A00	[X]Recurr major depr ep, severe with psych, psych in remiss	December 2010
103677	114	10	0	0	Eu32B00	[X]Antenatal depression	February 2012
6854	3869	45	0	0	Eu32y00	[X]Other depressive episodes	February 2009
10720	493	6	0	0	Eu32y11	[X]Atypical depression	February 2009
56609	145	1	0	0	Eu32y12	[X]Single episode of masked depression NOS	February 2009
2970	153349	2357	0	0	Eu32z00	[X]Depressive episode, unspecified	February 2009
543	939768	23887	1	0	Eu32z11	[X]Depression NOS	February 2009
3291	21357	483	0	0	Eu32z12	[X]Depressive disorder NOS	February 2009
28248	639	21	0	0	Eu32z13	[X]Prolonged single episode of reactive depression	February 2009
5987	108125	2170	0	0	Eu32z14	[X] Reactive depression NOS	February 2009
3292	58855	636	0	0	Eu33.00	[X]Recurrent depressive disorder	February 2009
29784	3089	17	0	0	Eu33000	[X]Recurrent depressive disorder, current episode mild	February 2009
29520	8529	87	0	0	Eu33100	[X]Recurrent depressive disorder, current episode moderate	February 2009
8851	3273	38	0	0	Eu33.11	[X]Recurrent episodes of depressive reaction	February 2009
19696	894	28	0	0	Eu33.12	[X]Recurrent episodes of psychogenic depression	February 2009
8902	4507	78	0	0	Eu33.13	[X]Recurrent episodes of reactive depression	February 2009
28756	153	2	0	0	Eu33.14	[X]Seasonal depressive disorder	February 2009
33469	2104	41	0	0	Eu33200	[X]Recurr depress disorder cur epi severe without psyc sympt	February 2009
11329	1276	20	0	0	Eu33211	[X]Endogenous depression without psychotic symptoms	February 2009
11252	456	17	0	0	Eu33212	[X]Major depression, recurrent without psychotic symptoms	February 2009
73991	28	0	0	0	Eu33214	[X]Vital depression, recurrent without psychotic symptoms	February 2009
47009	1301	11	0	0	Eu33300	[X]Recurrent depress disorder cur epi severe with psyc symp	February 2009
23731	643	28	0	0	Eu33311	[X]Endogenous depression with psychotic symptoms	February 2009
32941	401	25	0	0	Eu33313	[X]Recurr severe episodes/major depression+psychotic symptom	February 2009
31757	61	3	0	0	Eu33314	[X]Recurr severe episodes/psychogenic depressive psychosis	February 2009
16861	588	19	0	0	Eu33315	[X]Recurrent severe episodes of psychotic depression	February 2009
37764	103	7	0	0	Eu33316	[X]Recurrent severe episodes/reactive depressive psychosis	February 2009
22116	814	2	0	0	Eu33400	[X]Recurrent depressive disorder, currently in remission	February 2009
47731	320	3	0	0	Eu33y00	[X]Other recurrent depressive disorders	February 2009
44300	3377	23	0	0	Eu33z00	[X]Recurrent depressive disorder, unspecified	February 2009
36616	47	2	0	0	Eu33z11	[X]Monopolar depression NOS	February 2009
8584	1611	19	0	0	Eu34111	[X]Depressive neurosis	February 2009
7737	6144	21	0	0	Eu34113	[X]Neurotic depression	February 2009
15220	8144	317	0	0	Eu34114	[X]Persistant anxiety depression	February 2009
19054	334	1	0	0	Eu3y111	[X]Recurrent brief depressive episodes	February 2009
11913	54395	1973	1	0	Eu41200	[X]Mixed anxiety and depressive disorder	February 2009
7749	11742	73	0	0	Eu41211	[X]Mild anxiety depression	February 2009
13307	7424	84	0	0	Eu53011	[X]Postnatal depression NOS	February 2009
4979	531	11	0	0	Eu53012	[X]Postpartum depression NOS	February 2009
29527	312	4	0	0	R007z13	[D]Postoperative depression	February 2009
