medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
108819	1	0	0	0	J615711	Congestive cirrhosis	November 2014
96664	7	0	0	0	J615800	Juvenile portal cirrhosis	April 2009
112867	1	0	0	0	J615811	Childhood function cirrhosis	September 2018
58184	4	0	0	0	J615812	Indian childhood cirrhosis	February 2009
100253	1	0	0	0	J615C00	Xanthomatous portal cirrhosis	July 2010
73482	2	0	0	0	J615D00	Bacterial portal cirrhosis	February 2009
112044	2	0	0	0	J615F00	Syphilitic portal cirrhosis	September 2017
109540	2	0	0	0	J615G00	Zooparasitic portal cirrhosis	April 2015
48928	20	0	0	0	J615H00	Infectious cirrhosis NOS	February 2009
55454	20	0	0	0	J615y00	Portal cirrhosis unspecified	February 2009
16455	1022	51	0	0	J615z00	Non-alcoholic cirrhosis NOS	February 2009
22841	189	2	0	0	J615z11	Macronodular cirrhosis of liver	February 2009
18739	603	4	0	0	J615z12	Cryptogenic cirrhosis of liver	February 2009
1638	12793	560	12	0	J615z13	Cirrhosis of liver NOS	February 2009
71453	59	0	0	0	J615z15	Hepatic fibrosis	February 2009
9494	3115	90	0	0	J616.00	Biliary cirrhosis	February 2009
5638	8822	375	0	0	J616000	Primary biliary cirrhosis	February 2009
15424	61	4	0	0	J616100	Secondary biliary cirrhosis	February 2009
91591	1	0	0	0	J616200	Biliary cirrhosis of children	February 2009
58630	115	1	0	0	J616z00	Biliary cirrhosis NOS	February 2009
7602	186	3	0	0	J617000	Chronic alcoholic hepatitis	February 2009
42843	426	4	0	0	J61y.00	Other non-alcoholic chronic liver disease	February 2009
40963	52	0	0	0	J61y300	Portal fibrosis without cirrhosis	February 2009
25383	1225	12	0	0	J61y400	Hepatic fibrosis	February 2009
60104	39	1	0	0	J61y500	Hepatic sclerosis	February 2009
100592	6	0	0	0	J61y600	Hepatic fibrosis with hepatic sclerosis	August 2010
33597	86	4	0	0	J61yz00	Other non-alcoholic chronic liver disease NOS	February 2009
10539	3280	16	0	0	J61z.00	Chronic liver disease NOS	February 2009
31897	414	10	0	0	J62..00	Liver abscess and sequelae of chronic liver disease	February 2009
5129	8282	86	0	0	J623.00	Portal hypertension	February 2009
10636	631	16	0	0	J624.00	Hepatorenal syndrome	February 2009
48102	177	1	0	0	J62y.00	Other sequelae of chronic liver disease	February 2009
108800	2	0	0	0	J62z.00	Liver abscess and chronic liver disease causing sequelae NOS	November 2014
17219	15	0	0	0	J635300	Toxic liver disease with chronic persistent hepatitis	February 2009
64750	8	0	0	0	J635400	Toxic liver disease with chronic lobular hepatitis	February 2009
39351	22	0	0	0	J635500	Toxic liver disease with chronic active hepatitis	February 2009
44120	54	0	0	0	J635600	Toxic liver disease with fibrosis and cirrhosis of liver	February 2009
26405	66	0	0	0	J63A.00	Hepatic granulomas in sarcoidosis	February 2009
18652	4299	60	0	0	J63B.00	Autoimmune hepatitis	February 2009
15425	2300	66	0	0	J661700	Primary sclerosing cholangitis	February 2009
6015	765	11	0	0	Jyu7100	[X]Other and unspecified cirrhosis of liver	February 2009
25597	347	2	0	0	PB61.00	Biliary atresia	February 2009
16417	16	2	0	0	PB61000	Congenital absence of bile duct	February 2009
113524	3	0	0	0	PB61100	Congenital hypoplasia of bile duct	April 2019
38389	12	0	0	0	PB61400	Atresia of bile duct	February 2009
65889	23	0	0	0	PB61411	Intrahepatic atresia of bile duct	February 2009
50458	54	0	0	0	PB61412	Extrahepatic atresia of bile duct	February 2009
48269	3	0	0	0	PB61500	Congenital absence of hepatic ducts	February 2009
50400	11	0	0	0	PB61600	Atresia of hepatic ducts	February 2009
50444	30	0	0	0	PB61z00	Biliary atresia NOS	February 2009
40029	180	4	0	0	PB63500	Alagille syndrome	February 2009
6692	179	9	2	0	SP08600	Liver transplant failure and rejection	February 2009
10721	9	0	0	0	SP14300	Hepatorenal syndrome as a complication of care	February 2009
25700	152	1	0	0	ZV7C000	[V]Assessment for liver transplant	February 2009
