MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
300321011	4000	G6400	G640000	Cerebral infarction due to thrombosis of cerebral arteries	195189003	300321011	32
13909901000006119	100	^ESCT1390990		Cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage	788884002	3786072018	32
13909871000006119	1	^ESCT1390987		Cerebral ischaemic stroke due to aortic arch embolism	788881005	3786063014	32
13909861000006114	10	^ESCT1390986		Cerebral ischaemic stroke due to dissection of artery	788880006	3787578016	32
13909881000006116	40	^ESCT1390988		Cerebral ischaemic stroke due to global hypoperfusion with watershed infarct	788882003	3786067010	32
13909891000006118	1	^ESCT1390989		Cerebral ischaemic stroke due to hypercoagulable state	788883008	3786069013	32
7855631000006111	40	^ESCTCE785563		Cerebral ischaemic stroke due to small artery occlusion	724424009	3438036013	32
7855641000006118	1	^ESCTCE785564		Cerebral ischemic stroke due to small artery occlusion	724424009	3438035012	32
7863741000006115	1	^ESCTCE786374		Cerebral ischemic stroke due to stenosis of extracranial large artery	724994008	3436999014	31
118689010	30000	G640	G640.00	Cerebral thrombosis	71444005	118689010	32
1235913017	800	G67A	G67A.00	Cerebral vein thrombosis	95455008	1235913017	32
307781012	100	L4170	L417000	Cerebral venous thrombosis in pregnancy	200259003	307781012	32
307782017	70	L4171	L417100	Cerebral venous thrombosis in the puerperium	200260008	307782017	32
543141000006110	5000	G6X	G6X..00	Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	20059004	33759015	32
884561000006114	200	G68-99	G68..99	Cerebrovasc. dis. late effects	195239002	884561000006114	32
405339016	1000000	G66	G66..00	Cerebrovascular accident	230690007	345637012	32
1773371000006117	1000	EMISNQCE16		Cerebrovascular accident care plan	1773371000006101	1773371000006117	32
104563015	700000	G6	G6...00	Cerebrovascular disease	62914000	104563015	32
1857051000006118	200	TESTPCE1		Cerebrovascular disease management	1857051000006102	1857051000006118	1
1855541000006116	60	EMISNQCE26		Cerebrovascular disease monitoring admin.	1855541000006100	1855541000006116	37
1855571000006112	40	EMISNQCE29		Cerebrovascular disease monitoring default	1855571000006108	1855571000006112	37
1855551000006119	50	EMISNQCE27		Cerebrovascular disease monitoring in primary care	1855551000006103	1855551000006119	37
1855561000006117	2	EMISNQCE28		Cerebrovascular disease monitoring in secondary care	1855561000006101	1855561000006117	37
300419019	20000	G6z	G6z..00	Cerebrovascular disease NOS	62914000	104563015	32
1678621000006111	600000	38DE	38DE.00	CHADS2 (congestive heart failure, hypertension, age 75 years or older, diabetes mellitus and previous stroke or transient ischaemic attack) score	763008007	3637565018	3
360778011	6000	G6711	G671100	Chronic cerebral ischaemia	111298007	360778011	32
2901571000006113	50	^ESCTCO290157		Completed stroke	25133001	42129011	32
495394013	700	G610	G610.00	Cortical haemorrhage	49422009	495394013	32
14182621000006113	20	^ESCT1418262		Cryptogenic stroke	16891111000119104	4009580018	32
605491000006113	200000	G66-3	G66..13	CVA - Cerebrovascular accident	230690007	345635016	32
605461000006117	100000	G64-1	G64..11	CVA - cerebrovascular accident due to cerebral artery occlusion	230691006	345638019	32
605481000006110	100	L440-1	L440.11	CVA - cerebrovascular accident in the puerperium	275434003	411416011	32
1780304018	400000	662e	662e.00	CVA annual review	699270006	2983515011	1
605501000006117	500000	G66-1	G66..11	CVA unspecified	230690007	345637012	32
371641000000112	2000	7P242	7P24200	Delivery of rehabilitation for stroke	231231000000107	371641000000112	32
162111000000112	5000	9N4X	9N4X.00	Did not attend stroke clinic	88601000000107	137901000000116	37
8196061000006110	3	^ESCTDI819606		Did not attend stroke review	521411000000106	1164231000000119	31
800691000006113	2000	G671	G671.00	Diffuse cerebrovascular disease	302909007	444905019	32
2008601000006116	900	EMISNQDI251		Discharge from community stroke service	2008601000006100	2008601000006116	40
5960951000006117	200	^ESCTDI596095		Discharge from stroke service	306808003	2901297011	31
345709014	5000	G6732	G673200	Dissection of internal carotid artery	705066004	3321887013	32
8026451000006117	1	^ESCTDN802645		DNA (did not attend) stroke clinic	88601000000107	1681231000000118	37
6348301000006119	300	^ESCTEM634830		Embolic stroke	371041009	1209751018	32
8453821000006113	20	^ESCTEM845382		Emergency hospital admission to stroke service	1078671000000108	2704231000000114	31
7861341000006115	9	^ESCTEP786134		Epilepsy due to stroke	724787004	3481697010	31
649541000006113	3000	70320	7032000	Evacuation of extradural haematoma	171713001	265968017	32
498516011	20000	70170	7017000	Evacuation of intracranial subdural haematoma	59712006	498520010	32
139091000000115	80000	9h22	9h22.00	Excepted from stroke quality indicators - informed dissent	716021000000109	1568581000000116	37
139081000000117	100000	9h21	9h21.00	Excepted from stroke quality indicators - patient unsuitable	716581000000101	1569131000000118	37
138981000000113	10000	9h2	9h2..00	Exception reporting - stroke quality indicators	716331000000108	1568881000000119	37
300276019	100	G616	G616.00	External capsule haemorrhage	195167002	300276019	32
300379011	1000	G671z	G671z00	Generalised ischaemic cerebrovascular disease NOS	302909007	444905019	32
808111000006110	3000	14AF	14AF.00	H/O subarachnoid haemorrhage	161515009	251701010	32
451368019	5000	1477	1477.00	H/O: cerebrovascular disease	308064009	451368019	32
411518010	50000	14A7-1	14A7.11	H/O: CVA	275526006	411518010	32
2476091017	30000	14A7-2	14A7.12	H/O: stroke	275526006	2476091017	32
451371010	900	14AK	14AK.00	H/O: Stroke in last year	308067002	451371010	32
8453031000006117	1000	^ESCTHA845303		Haemorrhagic stroke	1078001000000105	2702821000000119	32
2548554013	1000	662o	662o.00	Haemorrhagic stroke monitoring	417506008	2548554013	1
809421000006116	100000	14A7	14A7.00	History of cerebrovascular accident	275526006	2986886017	32
13718641000006112	1	^ESCT1371864		History of ischaemic stroke	16896891000119106	3774555012	32
300352012	100	G65z0	G65z000	Impending cerebral ischaemia	195205001	300352012	32
218511000000117	10000	G64-2	G64..12	Infarction - cerebral	432504007	2770034014	32
345639010	90	G63-1	G63..11	Infarction - precerebral	230692004	345639010	32
2474651019	9000	G64z4	G64z400	Infarction of basal ganglia	413102000	2474651019	32
499739014	3000	G650-1	G650.11	Insufficiency - basilar artery	64009001	499739014	32
300353019	700	G65z1	G65z100	Intermittent cerebral ischaemia	195206000	300353019	32
496232015	1000	G611	G611.00	Internal capsule haemorrhage	52201006	496232015	32
12223101000006118	500	^ESCT1222310		Intracerebral haemorrhage	274100004	3673215016	32
744901000006114	80000	G61	G61..00	Intracerebral haemorrhage (ICH)	274100004	2819959010	32
744921000006116	600	G61X	G61X.00	Intracerebral haemorrhage in hemisphere, unspecified	274100004	409860011	32
300287010	4000	G61z	G61z.00	Intracerebral haemorrhage NOS	274100004	2819959010	32
300277011	4000	G617	G617.00	Intracerebral haemorrhage, intraventricular	195168007	300277011	32
746571000006116	200	G618	G618.00	Intracerebral haemorrhage, multiple localized	195169004	300280012	32
300298011	10000	G62z	G62z.00	Intracranial haemorrhage	1386000	475553012	32
6990981000006114	600	^ESCTIS699098		Ischaemic stroke	422504002	2644234018	32
8044481000006118	1000	^ESCTIS804448		Ischaemic stroke without coma	140921000119102	2967538018	32
6990991000006112	50	^ESCTIS699099		Ischemic stroke	422504002	2644233012	32
3142511000006112	4	^ESCTJU314251		Juvenile myopathy, encephalopathy, lactic acidosis AND stroke	39925003	66510015	32
299342019	10000	Fyu56	Fyu5600	Lacunar infarction	230698000	345651012	32
5011161000006115	100	^ESCTLA501116		Lacunar stroke	230698000	345652017	32
130375018	1000	G64z1-1	G64z111	Lateral medullary syndrome	78569004	130375018	32
3509817019	4	^ESCT1170855		Left hemispheric cerebellar artery embolism with stroke	329461000119102	3509817019	32
451133011	30000	G64z2	G64z200	Left sided cerebral infarction	307766002	451133011	32
300370010	70000	G667	G667.00	Left sided CVA	195216008	300370010	32
748941000006115	1000	G61X0	G61X000	Left sided intracerebral haemorrhage, unspecified	274100004	409859018	32
345675012	1000	G619	G619.00	Lobar cerebral haemorrhage	230710000	345675012	32
8264201000006110	2	^ESCTMA826420		Management of stroke rehabilitation	816241000000109	2127101000000118	31
928621000006111	800	C3151	C315100	MELAS - Mitochondrial encephalopathy, lactic acidosis and stroke-like episodes	39925003	1229580019	32
300362017	7000	G660	G660.00	Middle cerebral artery syndrome	195209007	300362017	32
1682791000006112	30	EMISNQMI193		Mitoch myopath/encephalopath/lactic acidosis/stroke-like episode	1682791000006108	1682791000006112	32
114794013	2000	G675	G675.00	Moyamoya disease	69116000	114794013	32
300310019	10	G633	G633.00	Multiple and bilateral precerebral arterial occlusion	195183002	300310019	32
300345010	30	G654	G654.00	Multiple and bilateral precerebral artery syndromes	195201005	300345010	32
7382631000006110	2	^ESCTNA738263		National Institutes of Health stroke scale	450741005	2916763010	31
4193641000006111	20	^ESCTNO419364		Nonparalytic stroke	111297002	178528011	32
586241000006116	3000	G676	G676.00	Non-pyogenic venous sinus thrombosis	195229008	300392014	32
300389010	700	G6730	G673000	Nonruptured cerebral aneurysm due to dissection of cerebral artery	713082007	3287780019	32
660111000006117	900	G620	G620.00	Nontraumatic extradural haemorrhage	397809001	1773153015	32
2475119012	20000	G622	G622.00	Non-traumatic subdural haemorrhage	195176009	2469010019	32
307780013	70	L417	L417.00	Obstetric cerebral venous thrombosis	200258006	307780013	32
300396012	70	G6771	G677100	Occlusion and stenosis of anterior cerebral artery	195233001	300396012	32
300399017	200	G6773	G677300	Occlusion and stenosis of cerebellar arteries	195235008	300399017	32
267321000006114	40	G677	G677.00	Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction	195231004	300394010	32
300395011	600	G6770	G677000	Occlusion and stenosis of middle cerebral artery	195232006	300395011	32
267311000006118	30	G6774	G677400	Occlusion and stenosis of multiple and bilateral cerebral arteries	195236009	300400012	32
300398013	100	G6772	G677200	Occlusion and stenosis of posterior cerebral artery	195234007	300398013	32
1212072018	400	ESCTOC3		Occlusive stroke	373606000	1212072018	32
2436731000000112	2000	5C13	5C13.00	Old cerebral infarction on imaging	955491000000106	2436731000000112	41
300290016	1000	G62	G62..00	Other and unspecified intracranial haemorrhage	62914000	104563015	32
300374018	3000	G67	G67..00	Other cerebrovascular disease	62914000	104563015	32
300402016	500	G67z	G67z.00	Other cerebrovascular disease NOS	62914000	104563015	32
300401011	200	G67y	G67y.00	Other cerebrovascular disease OS	62914000	104563015	32
300311015	200	G63y	G63y.00	Other precerebral artery occlusion	266253001	395777014	32
300418010	600	G6y	G6y..00	Other specified cerebrovascular disease	62914000	104563015	32
300348012	1000	G65y	G65y.00	Other transient cerebral ischaemia	266257000	395788015	32
5011121000006114	40	^ESCTPA501112		PACS - Partial anterior cerebral circulation stroke	230695002	345648017	32
4270361000006116	1	^ESCTPA427036		Paralytic stroke	116288000	178738015	32
5011111000006118	50	^ESCTPA501111		Partial anterior cerebral circulation stroke	230695002	345647010	32
3521990012	6	^ESCT1166914		PASS (Postural Assessment Scale for Stroke Patients) score	736712009	3521990012	31
480952017	40	Q412	Q412.00	Perinatal subarachnoid haemorrhage	21202004	480952017	32
503469016	2000	G614	G614.00	Pontine haemorrhage	7713009	503469016	32
7703601000006113	3	^ESCTPO770360		Post stroke pain	713410003	3289241018	27
300364016	3000	G662	G662.00	Posterior cerebral artery syndrome	195211003	300364016	32
5011141000006119	60	^ESCTPO501114		Posterior cerebral circulation stroke	230696001	2966565019	32
5011471000006116	400	^ESCTPO501147		Posterior circulation stroke of uncertain pathology	230715005	345682011	32
884491000006117	20	G63z-99	G63z.99	Precerebral A. occlusion NOS	584161000000109	884491000006117	32
395777014	2000	G63	G63..00	Precerebral arterial occlusion	266253001	395777014	32
300314011	700	G63z	G63z.00	Precerebral artery occlusion NOS	266253001	395777014	32
213421000006113	400	G670-1	G670.11	Precerebral atherosclerosis	55382008	92070010	32
3441831000006111	1	^ESCTPR344183		Progressing stroke	57981008	96390010	32
2185361000000119	10	8OAC	8OAC.00	Provision of written information about stroke	842441000000104	2185361000000119	32
345655015	2000	G665	G665.00	Pure motor lacunar syndrome	230699008	345655015	32
345658018	700	G666	G666.00	Pure sensory lacunar syndrome	230700009	345658018	32
1863321000006113	60	EMISNQRE381		Referral by stroke nurse specialist	1863321000006109	1863321000006113	37
1784651000006110	30	8IEC	8IEC.00	Referral for multidisciplinary stroke function improvement declined	781731000000103	1747751000000110	32
2008521000006110	400	EMISNQRE623		Referral to community stroke service	2008521000006106	2008521000006110	40
966981000006112	600	8HHM	8HHM.00	Referral to multidisciplinary stroke function improvement service	112901000000108	199461000000113	40
2474330011	90000	8HTQ	8HTQ.00	Referral to stroke clinic	412773009	2474330011	40
1994761000006112	500	EMISNQRE602		Referral to stroke rehabilitation service	1994761000006108	1994761000006112	40
5960821000006117	1000	^ESCTRE596082		Referral to stroke service	306802002	449934011	40
451134017	30000	G64z3	G64z300	Right sided cerebral infarction	307767006	451134017	32
300371014	70000	G668	G668.00	Right sided CVA	195217004	300371014	32
163261000006119	900	G61X1	G61X100	Right sided intracerebral haemorrhage, unspecified	195168007	300277011	32
287283010	50	A94y6	A94y600	Rupture of syphilitic cerebral aneurysm	186893003	287283010	32
300242011	2000	G600	G600.00	Ruptured berry aneurysm	195154000	300242011	32
5960971000006110	600	^ESCTSE596097		Seen by stroke service	306810001	449946010	31
306621000000116	200000	9N0p	9N0p.00	Seen in stroke clinic	201501000000108	306621000000116	37
300411016	600	G683	G683.00	Sequelae of cerebral infarction	195243003	300411016	32
300407010	100	G681	G681.00	Sequelae of intracerebral haemorrhage	195241001	300407010	32
149551000006111	300	G682	G682.00	Sequelae of other nontraumatic intracranial haemorrhage	363302008	482447013	32
149571000006118	500	G68X	G68X.00	Sequelae of stroke,not specfd as h'morrhage or infarction	195239002	300403014	32
300406018	90	G680	G680.00	Sequelae of subarachnoid haemorrhage	195240000	300406018	32
149701000006118	100	G68W	G68W.00	Sequelae/other + unspecified cerebrovascular diseases	195239002	300403014	32
1130181000000113	60000	G679	G679.00	Small vessel cerebrovascular disease	443929000	2842187014	32
5011871000006119	9	^ESCTSP501187		Spinal cord stroke	230739000	345722018	31
126301000006113	30	G63-2	G63..12	Stenosis of precerebral artery	1055001	2858018	32
126531000006111	10000	G631-1	G631.11	Stenosis, carotid artery	64586002	107332010	32
884531000006117	10000	G66-99	G66..99	Stroke	685631000000102	884531000006117	32
5010981000006119	50000	^ESCTST501098		Stroke	230690007	345636015	32
2469365010	200000	8HBJ	8HBJ.00	Stroke / transient ischaemic attack referral	413124000	2469365010	40
6837371000006110	2	^ESCTST683737		Stroke / transient ischemic attack referral	413124000	2469839018	40
1160471000000111	5000	662M1	662M100	Stroke 6 month review	519751000000106	1160471000000111	1
8221321000006118	30	^ESCTST822132		Stroke and TIA	720191000000104	1574361000000119	31
2126181000000114	9000	662e-1	662e.11	Stroke annual review	699270006	2983500010	1
3516948016	3	^ESCT1166502		Stroke care plan	736251000	3516948016	31
7568281000006111	100	^ESCTST756828		Stroke clinic	702924006	3006454013	31
7855711000006113	3	^ESCTST785571		Stroke co-occurrent with migraine	724429004	3498186019	32
3508956015	4	^ESCT1170861		Stroke due to basilar artery thrombus	329641000119104	3508956015	32
122361000006113	30000	G64-3	G64..13	Stroke due to cerebral arterial occlusion	230691006	345638019	32
3508965010	10	^ESCT1172904		Stroke due to thrombus of left middle cerebral artery	16002111000119106	3508965010	32
3508962013	20	^ESCT1172902		Stroke due to thrombus of right middle cerebral artery	16002031000119102	3508962013	32
2474668015	100	13YA	13YA.00	Stroke group member	413119003	2474668015	17
7597121000006117	3	^ESCTST759712		Stroke impact scale version 3.0	705003005	3015181015	31
7618821000006118	7	^ESCTST761882		Stroke impact scale version 3.0 score	707514001	3030432017	31
2127781000000110	1000	662M2	662M200	Stroke initial post discharge review	816561000000108	2127781000000110	1
8274811000006116	300	^ESCTST827481		Stroke medicine	828261000000103	2153471000000113	31
264499015	500000	662M	662M.00	Stroke monitoring	170600009	264499015	1
940051000006114	7	EMISNQST1		Stroke monitoring administration	940051000006105	940051000006114	37
940061000006111	700	EMISNQST2		Stroke monitoring invite 1	940061000006107	940061000006111	37
940071000006116	200	EMISNQST3		Stroke monitoring invite 2	940071000006100	940071000006116	37
940081000006118	100	EMISNQST4		Stroke monitoring invite 3	940081000006102	940081000006118	37
5011451000006114	40	^ESCTST501145		Stroke of uncertain pathology	230713003	345680015	32
2539131000006116	90	^ESCTST253913		Stroke rehabilitation	2517002	5296016	31
2118011000000114	2000	661M7	661M700	Stroke self-management plan agreed	812041000000104	2118011000000114	1
2115821000000118	1000	661N7	661N700	Stroke self-management plan review	810991000000109	2115821000000118	1
5996861000006112	30	^ESCTST599686		Stroke service	310137004	453716018	31
5866391000006119	20	^ESCTST586639		Stroke test positive	299403002	440315013	31
8434731000006117	1	^ESCTST843473		Stroke TOM (Therapy Outcome Measure) activity score	1062151000000103	2670561000000111	1
8434751000006112	1	^ESCTST843475		Stroke TOM (Therapy Outcome Measure) impairment score	1062171000000107	2670581000000119	1
5994741000006112	70	^ESCTST599474		Stroke unit	309966001	453493011	31
122401000006115	100000	G66-2	G66..12	Stroke unspecified	230690007	345637012	32
8195431000006118	5	^ESCTST819543		Stroke/cerebrovascular accident 6 month review	519751000000106	1550221000000113	1
884521000006115	30000	G66-98	G66..98	Stroke/CVA - undefined	685631000000102	884521000006115	32
236331000000111	20000	9Om	9Om..00	Stroke/transient ischaemic attack monitoring administration	713771000000100	1565011000000111	37
2534253014	400000	9Om0	9Om0.00	Stroke/transient ischaemic attack monitoring first letter	415628004	2534253014	37
6908391000006111	2000	^ESCTST690839		Stroke/transient ischaemic attack monitoring invitation	417540008	2548591019	37
2534212018	100000	9Om1	9Om1.00	Stroke/transient ischaemic attack monitoring second letter	415629007	2534212018	37
6880471000006110	2	^ESCTST688047		Stroke/transient ischaemic attack monitoring status	415630002	2532943018	31
1562581000006114	10000	9Om4	9Om4.00	Stroke/transient ischaemic attack monitoring telephone invitation	717241000000108	1569781000000115	37
2534196010	40000	9Om2	9Om2.00	Stroke/transient ischaemic attack monitoring third letter	415631003	2534196010	37
986831000006115	5000	9Om3	9Om3.00	Stroke/transient ischaemic attack monitoring verbal invitation	417059002	2549607012	37
6837381000006113	5	^ESCTST683738		Stroke/transient ischemic attack referral	413124000	2694676019	40
123441000006112	600	G60X	G60X.00	Subarachnoid haemorrh from intracranial artery, unspecif	21454007	481028017	32
481028017	200000	G60	G60..00	Subarachnoid haemorrhage	21454007	481028017	32
123481000006118	1000	G603	G603.00	Subarachnoid haemorrhage from anterior communicating artery	21454007	36011016	32
123491000006115	400	G605	G605.00	Subarachnoid haemorrhage from basilar artery	276284000	412361011	32
300244012	40	G601	G601.00	Subarachnoid haemorrhage from carotid siphon and bifurcation	195155004	300244012	32
123511000006114	2000	G602	G602.00	Subarachnoid haemorrhage from middle cerebral artery	21454007	36011016	32
123521000006118	700	G604	G604.00	Subarachnoid haemorrhage from posterior communicating artery	21454007	36011016	32
300253017	70	G606	G606.00	Subarachnoid haemorrhage from vertebral artery	195160000	300253017	32
300257016	3000	G60z	G60z.00	Subarachnoid haemorrhage NOS	21454007	481028017	32
428181000006115	200	Gyu6E	Gyu6E00	Subarachnoid hemorrhage	21454007	481028017	32
2534198011	30000	G623	G623.00	Subdural haemorrhage	35486000	486181011	32
884441000006114	1000	G621-99	G621.99	Subdural haemorrhage	195176009	884441000006114	32
300294013	7000	G621	G621.00	Subdural haemorrhage - nontraumatic	195176009	300294013	32
1900651000006110	200	2Ba22	2Ba2200	Surveillance of Cerebral Palsy in Europe classification - predominant pattern C.3 - infarct of the middle cerebral artery	914991000000106	2350961000000113	27
1716621000000117	20000	1JA10	1JA1000	Suspected cerebrovascular accident	769211000000103	1716621000000117	27
1716631000000115	20000	1JA10-1	1JA1011	Suspected stroke	769211000000103	1716631000000115	27
1757281000006116	40	EMISNQSU28		Suspected stroke	1757281000006100	1757281000006116	27
5011081000006112	20	^ESCTTA501108		TACS - Total anterior cerebral circulation stroke	230694003	345643014	32
7071911000006114	30	^ESCTTH707191		Thalamic stroke	427296003	2966596011	31
14492751000006112	1	^ESCT1449275		Thalamic stroke	769023031000119104	4578629016	31
6348291000006115	60	^ESCTTH634829		Thrombotic stroke	371040005	1209750017	32
5011071000006114	30	^ESCTTO501107		Total anterior cerebral circulation stroke	230694003	345642016	32
395788015	800000	G65	G65..00	Transient cerebral ischaemia	266257000	395788015	32
300349016	7000	G65zz	G65zz00	Transient cerebral ischaemia NOS	266257000	395788015	32
95931000006111	20000	G65z	G65z.00	Transient cerebral ischaemia NOS	266257000	395788015	32
395783012	1000000	G65-2	G65..12	Transient ischaemic attack	266257000	395783012	32
884511000006111	3000	G65z-99	G65z.99	Transient Ischaemic Attacks	584181000000100	884511000006111	32
988951000006117	10	G65-99	G65..99	Transient Ischaemic Attacks	266257000	988951000006117	32
345710016	2000	G6733	G673300	Vertebral artery dissection	230730001	345710016	32
300309012	2000	G632	G632.00	Vertebral artery occlusion	195182007	300309012	32
58046010	1000	G651	G651.00	Vertebral artery syndrome	34781003	58046010	32
